# Mean |DM2026 - BW1991| (m) per (basin, 10-deg lat band).
# Lat-band tag = band centre in degrees (signed).
time_Ma,Arctic_-85,Arctic_-75,Arctic_-65,Arctic_-55,Arctic_-45,Arctic_-35,Arctic_-25,Arctic_-15,Arctic_-5,Arctic_+5,Arctic_+15,Arctic_+25,Arctic_+35,Arctic_+45,Arctic_+55,Arctic_+65,Arctic_+75,Arctic_+85,Southern_-85,Southern_-75,Southern_-65,Southern_-55,Southern_-45,Southern_-35,Southern_-25,Southern_-15,Southern_-5,Southern_+5,Southern_+15,Southern_+25,Southern_+35,Southern_+45,Southern_+55,Southern_+65,Southern_+75,Southern_+85,Pacific_-85,Pacific_-75,Pacific_-65,Pacific_-55,Pacific_-45,Pacific_-35,Pacific_-25,Pacific_-15,Pacific_-5,Pacific_+5,Pacific_+15,Pacific_+25,Pacific_+35,Pacific_+45,Pacific_+55,Pacific_+65,Pacific_+75,Pacific_+85,Atlantic_-85,Atlantic_-75,Atlantic_-65,Atlantic_-55,Atlantic_-45,Atlantic_-35,Atlantic_-25,Atlantic_-15,Atlantic_-5,Atlantic_+5,Atlantic_+15,Atlantic_+25,Atlantic_+35,Atlantic_+45,Atlantic_+55,Atlantic_+65,Atlantic_+75,Atlantic_+85,Indian_-85,Indian_-75,Indian_-65,Indian_-55,Indian_-45,Indian_-35,Indian_-25,Indian_-15,Indian_-5,Indian_+5,Indian_+15,Indian_+25,Indian_+35,Indian_+45,Indian_+55,Indian_+65,Indian_+75,Indian_+85
125,,,,,,,,,,,,,,,,2.7803,1.3393,0.0498,1.9828,2.5681,1.0509,1.3953,,,,,,,,,,,,,,,,,,2.9363,9.9296,9.3415,6.9285,6.8941,6.8596,5.3206,3.5054,3.3162,2.2695,3.3798,3.4064,3.0145,,,,,,0.7389,0.8076,3.7577,7.5232,3.0054,4.3960,5.1065,4.1549,3.3673,0.9174,0.0079,0.4783,2.3411,,,,,,4.3132,3.7566,6.5897,8.4096,5.3083,0.9643,2.3532,4.1693,2.9388,1.6044,0.2252,0.2024,2.2285,,
126,,,,,,,,,,,,,,,,2.5221,1.0349,0.0338,1.4315,2.0628,0.8167,0.8389,,,,,,,,,,,,,,,,,,2.3983,7.4966,8.3867,6.2898,6.0216,5.9469,4.7226,2.9654,2.9608,2.1122,3.0426,3.0306,2.6419,,,,,,0.6486,0.7487,3.5484,6.1994,2.7874,3.9927,4.2375,3.6444,3.0042,0.6847,0.0093,0.5632,2.3722,,,,,,5.0584,3.1654,5.8542,7.3384,4.2519,0.9156,2.0054,3.7702,2.5747,1.2260,0.1478,0.1063,1.6175,,
127,,,,,,,,,,,,,,,,2.3444,0.7797,0.0507,1.5004,1.6163,0.6414,0.6370,,,,,,,,,,,,,,,,,,1.8816,5.9969,7.0750,5.5264,5.3212,5.1608,4.1894,2.6275,2.5269,1.9096,2.6656,2.6435,2.3176,,,,,,0.5352,0.6563,3.4116,5.3535,2.5607,3.5450,3.4819,3.1648,2.5779,0.5038,0.0191,0.5878,2.2339,,,,,,4.7639,2.5674,5.3953,6.3198,3.4771,0.8052,1.7128,3.4873,2.1360,0.8558,0.1178,0.0657,1.1931,,
128,,,,,,,,,,,,,,,,2.2398,0.5828,0.4499,1.3613,1.3129,0.5038,0.3400,,,,,,,,,,,,,,,,,,1.5736,4.8728,5.9147,4.8171,4.7899,4.5602,3.7206,2.3836,2.1617,1.7777,2.3779,2.3335,2.0613,,,,,,0.4029,0.5510,3.2532,4.5766,2.3930,3.2206,2.9048,2.7764,2.4193,0.3600,0.0180,0.4863,2.2009,,,,,,4.5435,2.0826,4.9164,5.5446,2.8941,0.7065,1.4785,3.2394,1.7732,0.5995,0.0751,0.0240,0.9171,,
129,,,,,,,,,,,,,,,,2.1488,0.4768,0.7962,0.9767,1.0606,0.4051,0.2755,,,,,,,,,,,,,,,,,,1.1456,4.1798,4.9504,4.2426,4.3654,4.1522,3.3214,2.2114,1.8967,1.6541,2.1399,2.0929,1.7956,,,,,,0.3320,0.4569,3.2027,3.8731,2.3021,2.9603,2.4411,2.4642,2.3227,0.2515,0.0115,0.5386,2.1668,,,,,,4.3620,1.7214,4.4110,5.0004,2.4376,0.6434,1.2953,3.0539,1.4966,0.4872,0.0510,0.0126,0.5934,,
130,,,,,,,,,,,,,,,,2.0470,0.6854,0.4206,0.6507,0.8900,0.3245,0.2685,,,,,,,,,,,,,,,,,,0.7899,3.8051,4.2835,3.8640,4.0899,3.8271,3.0748,2.0226,1.7563,1.5796,1.9309,1.8934,1.6409,,,,,,0.2920,0.4337,3.1735,3.2052,2.2441,2.7954,2.0755,2.2169,2.2619,0.1485,0.0136,0.5792,2.2462,,,,,,4.4262,1.7359,4.1263,4.5093,2.1150,0.6034,1.1653,2.9332,1.3311,0.4841,0.0464,0.0251,0.5190,,
131,,,,,,,,,,,,,,,,1.9084,0.7968,0.2737,0.3534,0.7243,0.2649,0.0982,,,,,,,,,,,,,,,,,,0.5008,3.6138,3.5160,3.3768,3.7534,3.4725,2.8696,1.8834,1.6125,1.5407,1.8302,1.7401,1.4898,,,,,,0.2609,0.3926,3.1633,2.6778,2.2041,2.6431,1.8941,1.9945,2.1453,0.1246,0.0045,0.5750,2.3177,,,,,,4.6004,1.5700,3.9747,3.9202,1.8139,0.5821,1.0795,2.7828,1.3206,0.6541,0.3169,0.0132,0.5032,,
132,,,,,,,,,,,,,,,,1.8011,0.7908,0.2727,0.2491,0.6533,0.2215,0.2085,,,,,,,,,,,,,,,,,,0.2602,3.3025,3.1757,3.1625,3.5115,3.2287,2.7023,1.8421,1.4835,1.4979,1.6900,1.5951,1.3388,,,,,,0.2662,0.3254,3.0792,2.4257,2.1609,2.6129,1.8173,1.9470,2.0866,0.0893,0.0071,0.5743,2.5495,,,,,,4.6708,1.4638,3.8944,3.5652,1.6219,0.5702,1.0084,2.6398,1.3350,0.7991,0.5311,0.0279,0.6498,,
133,,,,,,,,,,,,,,,,1.8832,0.8045,0.1733,0.2170,0.6142,0.2193,0.2187,,,,,,,,,,,,,,,,,,0.1294,2.6988,3.5373,3.4890,3.5809,3.2632,2.6461,1.8056,1.4656,1.5097,1.6347,1.5635,1.3956,,,,,,0.3214,0.3291,3.0305,2.4693,2.2031,2.7182,1.8419,1.9847,2.1376,0.0757,0.0203,0.5755,3.4617,,,,,,4.8458,1.3752,4.1556,3.6532,1.6557,0.5568,0.9822,2.7192,1.3986,0.8746,0.7304,0.0311,0.7348,,
134,,,,,,,,,,,,,,,,1.8044,0.8305,0.0847,0.2245,0.6261,0.2309,0.2115,,,,,,,,,,,,,,,,,,0.0413,2.4084,3.6624,3.8317,3.6918,3.3496,2.5489,1.7913,1.4495,1.5135,1.5891,1.5291,1.4073,,,,,,0.3511,0.3317,3.0234,2.5683,2.2226,2.8354,1.8593,2.0295,2.0959,0.0589,0.0140,0.5932,3.4981,,,,,,4.7806,1.4256,4.4338,3.7194,1.6994,0.5401,0.9540,2.8702,1.5072,0.9943,0.7869,0.0377,0.7310,,
135,,,,,,,,,,,,,,,,1.6781,0.8234,0.0454,0.2830,0.5501,0.2294,0.2032,,,,,,,,,,,,,,,,,,0.0022,2.0467,3.7085,3.8642,3.5935,3.2840,2.3636,1.6928,1.4116,1.4593,1.4899,1.4499,1.3654,,,,,,0.3384,0.3120,3.0229,2.4675,2.2401,2.7980,1.8551,1.9969,2.0288,0.0485,0.0137,0.6371,3.3151,,,,,,4.6574,1.4159,4.3813,3.3970,1.5976,0.5176,0.9047,2.9033,1.5535,0.9605,0.8188,0.0454,0.6598,,
136,,,,,,,,,,,,,,,,1.4900,0.7613,0.0667,0.2651,0.5048,0.1948,0.1746,,,,,,,,,,,,,,,,,,0.0000,1.4685,3.7678,3.5049,3.3044,3.0668,2.1877,1.5227,1.3069,1.3501,1.3426,1.3336,1.3447,,,,,,0.3322,0.2705,2.8904,2.3443,2.1961,2.4544,2.0677,1.8861,1.9105,0.0418,0.0036,0.6785,2.7235,,,,,,4.4127,1.2645,3.9003,2.8836,1.4194,0.4894,0.8432,2.7146,1.5260,0.8069,0.7601,0.0478,0.5392,,
137,,,,,,,,,,,,,,,,1.2556,0.6812,0.0814,0.2495,0.4763,0.1489,0.1769,,,,,,,,,,,,,,,,,,0.0001,1.0116,3.4923,3.0131,2.9293,2.7207,1.9602,1.3011,1.1598,1.1968,1.1498,1.1372,1.0762,,,,,,0.2793,0.1813,2.6158,2.1813,2.0757,2.1024,1.9159,1.7987,1.7143,0.0263,0.0089,0.6741,1.9162,,,,,,4.0402,1.0730,3.1079,2.2323,1.2450,0.4638,0.7942,2.3019,1.1698,0.5768,0.5702,0.0511,0.3441,,
138,,,,,,,,,,,,,,,,0.9851,0.5949,0.0777,0.3776,0.4830,0.1041,0.1973,,,,,,,,,,,,,,,,,,0.0007,0.6675,3.0314,2.6671,2.5622,2.3242,1.7208,1.1041,1.0227,1.0508,0.9670,0.9624,0.8243,,,,,,0.2610,0.1565,2.3293,2.0550,2.0250,1.7890,1.7342,1.6969,1.4964,0.0196,0.0137,0.6512,1.0992,,,,,,3.7106,0.8937,2.3774,1.7074,1.0110,0.4383,0.7981,1.8127,0.7541,0.3417,0.3050,0.0484,0.1836,,
139,,,,,,,,,,,,,,,,0.7407,0.5290,0.0708,0.4498,0.5078,0.0790,0.2386,,,,,,,,,,,,,,,,,,0.0002,0.5513,2.6990,2.2907,2.2170,2.0673,1.5311,0.9527,0.9165,0.9403,0.8114,0.8437,0.7065,,,,,,0.2640,0.1482,2.1810,1.9231,1.9738,1.5236,1.5432,1.6353,1.3681,0.0121,0.0091,0.6591,0.8083,,,,,,3.4286,0.8618,1.8181,1.4177,0.7647,0.4083,0.8597,1.4017,0.5339,0.1410,0.1478,0.0280,0.0792,,
140,,,,,,,,,,,,,,,,0.6089,0.4968,0.0650,0.4562,0.5654,0.0369,0.2648,,,,,,,,,,,,,,,,,,0.0000,0.4301,2.5497,2.0839,2.0243,1.9398,1.4148,0.8667,0.8541,0.8713,0.7173,0.8022,0.6792,,,,,,0.2959,0.0842,2.0526,1.8969,2.0037,1.3240,1.4587,1.6334,1.2961,0.0100,0.0162,0.6984,0.7485,,,,,,3.4639,0.9396,1.4974,1.2166,0.6104,0.3923,0.9376,1.1690,0.4473,0.0865,0.0888,0.0195,0.0607,,
141,,,,,,,,,,,,,,,,0.6658,0.4369,0.0565,0.4986,0.9316,0.0125,0.2812,,,,,,,,,,,,,,,,,,0.0000,0.3219,2.3725,2.1470,1.9867,1.9248,1.3505,0.8289,0.8271,0.8411,0.6797,0.7940,0.6975,,,,,,0.3463,0.1014,1.9582,1.9175,2.0479,1.3243,1.4751,1.6309,1.3290,0.0136,0.0119,0.6119,0.6955,,,,,,3.4699,0.9541,1.3931,1.1699,0.5757,0.3759,0.9644,1.1048,0.4188,0.0920,0.0927,0.0265,0.0614,,
142,,,,,,,,,,,,,,,,0.7167,0.4235,0.0574,0.6562,0.8888,0.0098,0.0820,,,,,,,,,,,,,,,,,,0.0000,0.2511,2.1457,2.3709,2.0660,1.9806,1.3199,0.8209,0.8256,0.8345,0.6736,0.8024,0.7525,,,,,,0.4228,0.1251,1.9587,1.9205,2.1426,1.3085,1.4595,1.6853,1.3927,0.0181,0.0317,0.6411,0.6412,,,,,,3.4144,0.9599,1.4403,1.1070,0.5888,0.3724,0.9413,1.1778,0.4146,0.1271,0.0999,0.0427,0.0648,,
143,,,,,,,,,,,,,,,,0.7706,0.4163,0.0534,0.8605,0.8302,0.0048,0.0281,,,,,,,,,,,,,,,,,,0.0000,0.1958,1.9233,2.5340,2.1190,2.0185,1.2842,0.8089,0.8225,0.8198,0.6642,0.8008,0.8083,,,,,,0.4251,0.0489,1.9073,1.8831,2.2299,1.2822,1.4431,1.6921,1.4226,0.0246,0.0227,0.6112,0.5556,,,,,,3.2961,0.9252,1.4339,1.0372,0.6098,0.3771,0.9182,1.1997,0.3775,0.1199,0.0903,0.0387,0.0612,,
144,,,,,,,,,,,,,,,,0.8303,0.4195,0.0378,0.9278,0.7806,0.0019,0.0248,,,,,,,,,,,,,,,,,,0.0000,0.1460,1.7268,2.6715,2.1987,2.0516,1.2504,0.7986,0.8183,0.8061,0.6553,0.7953,0.8776,,,,,,0.4529,0.0969,1.8560,1.8523,2.3056,1.2803,1.4649,1.6910,1.4395,0.0379,0.0320,0.6057,0.4907,,,,,,3.1419,0.8805,1.4869,0.9701,0.6344,0.3827,0.9071,1.1982,0.3470,0.1276,0.0944,0.0422,0.0669,,
145,,,,,,,,,,,,,,,,0.8650,0.4178,0.0211,1.0222,0.7264,0.0007,0.0142,,,,,,,,,,,,,,,,,,0.0000,0.1050,1.5306,2.7467,2.2563,2.0685,1.2001,0.7768,0.8013,0.7841,0.6403,0.7743,0.9413,,,,,,0.4277,0.0632,1.8475,1.7736,2.3373,1.2176,1.4326,1.6788,1.4651,0.0518,0.0293,0.6280,0.4337,,,,,,3.0271,0.8619,1.4831,0.8924,0.6478,0.3979,0.8868,1.1800,0.3358,0.1220,0.0997,0.0427,0.0733,,
146,,,,,,,,,,,,,,,,0.8946,0.4134,0.0117,1.0343,0.6712,0.0008,0.0009,,,,,,,,,,,,,,,,,,0.0000,0.0736,1.3491,2.7473,2.2806,2.0591,1.1442,0.7479,0.7711,0.7595,0.6219,0.7439,0.9745,,,,,,0.3794,0.1215,1.7988,1.6369,2.3131,1.1636,1.4200,1.6385,1.4481,0.0589,0.0416,0.5749,0.3923,,,,,,2.8641,0.8180,1.4647,0.8277,0.6375,0.4177,0.8664,1.1372,0.3188,0.1056,0.1021,0.0307,0.0776,,
147,,,,,,,,,,,,,,,,0.9084,0.3969,0.0070,1.0455,0.6166,0.0560,0.0000,,,,,,,,,,,,,,,,,,0.0000,0.0489,1.2177,2.6344,2.2249,2.0078,1.0754,0.7114,0.7262,0.7222,0.6093,0.7077,0.9595,,,,,,0.3401,0.0952,1.6960,1.5092,2.2292,1.0455,1.3565,1.5862,1.3910,0.0646,0.0463,0.6019,0.3632,,,,,,2.5691,0.7463,1.3196,0.7311,0.6061,0.4404,0.8507,1.0611,0.2811,0.0928,0.0964,0.0209,0.0747,,
148,,,,,,,,,,,,,,,,0.8975,0.3781,0.0055,0.9902,0.5473,0.0481,0.0000,,,,,,,,,,,,,,,,,,0.0000,0.0293,1.0664,2.4577,2.0899,1.8883,0.9881,0.6873,0.7302,0.6994,0.5577,0.6541,0.9033,,,,,,0.2684,0.0792,1.6146,1.3918,2.3523,0.9876,1.2722,1.4804,1.3198,0.0666,0.0511,0.5569,0.3330,,,,,,2.2802,0.6754,1.0924,0.6019,0.5609,0.4680,0.8398,0.9754,0.2393,0.0904,0.0874,0.0209,0.0786,,
149,,,,,,,,,,,,,,,,0.8599,0.3561,0.0068,0.9017,0.4784,0.0407,0.0000,,,,,,,,,,,,,,,,,,0.0000,0.0146,0.9277,2.2346,1.9077,1.7666,0.9010,0.6315,0.6703,0.6464,0.5153,0.6031,0.8328,,,,,,0.2056,0.0471,1.5058,1.3352,2.3302,0.9450,1.1630,1.3376,1.2133,0.0674,0.0573,0.5590,0.2920,,,,,,1.9617,0.5712,0.8140,0.4683,0.5103,0.4993,0.8214,0.8645,0.2004,0.0821,0.0740,0.0208,0.0763,,
150,,,,,,,,,,,,,,,,0.8018,0.3308,0.0067,0.8080,0.4169,0.0264,0.0009,,,,,,,,,,,,,,,,,,0.0000,0.0060,0.8183,1.9329,1.6897,1.6222,0.8035,0.5650,0.6030,0.5831,0.4692,0.5539,0.7347,,,,,,0.1242,0.0295,1.3362,1.2627,2.2290,0.8956,1.0479,1.2557,1.0677,0.0717,0.0464,0.5470,0.2602,,,,,,1.6590,0.4733,0.5129,0.3160,0.4548,0.5308,0.7990,0.7457,0.1610,0.0724,0.0786,0.0199,0.0690,,
