age,ridge_length,ridge_vel_mean,ridge_vel_std,ridge_surface_area,subduction_length,subduction_vel_mean,subduction_vel_std,subduction_surface_area,age_mean,age_std,accretion_mean,accretion_std,slab_dip_mean,slab_dip_std,min_continental_arc_length,mean_continental_arc_length,max_continental_arc_length,min_carb_plat_continental_arc_length,mean_carb_plat_continental_arc_length,max_carb_plat_continental_arc_length,min_combined_arc_length,mean_combined_arc_length,max_combined_arc_length,global_age_mean,global_age_std
160,61887.0029661981,6.171943383559085,3.3884048268073474,3.7739158949867906,82856.36153447427,4.681561883220666,3.191618400225691,3.9660098897691194,78.01143580104004,51.057384177581106,12.828064649301501,18.774225883680533,30.170471425019656,8.479245636650445,29390.85430924696,34405.6160045743,39451.17603997038,9014.53901633,11192.166786204736,12700.486354953917,9014.53901633,11192.166786204736,12700.486354953917,70.84160614013672,55.93878936767578
159,61887.0029661981,6.016299702490642,3.3823967401069694,3.6135539112511745,82856.36153447427,4.619229009618746,3.0182284870970975,3.902770832175518,78.79021570990085,51.14491500011639,12.86022125814772,17.754285218218214,30.170471425019656,8.534846743876102,29488.351022349605,34655.63068279422,39820.761640848774,9054.997277025775,11198.41046067312,12731.468736431005,9054.997277025775,11198.41046067312,12731.468736431005,71.03964233398438,56.101470947265625
158,62299.66928094183,5.9478666770414925,3.375653386068728,3.656863693497355,82856.36153447427,4.613762386114888,3.1639699062176585,3.93456042642178,79.18279391676526,51.25951657735809,12.878450024959461,18.61158768363328,30.170471425019656,8.534846743876102,29520.943370255893,34690.30622024035,39945.04433013888,9195.545558463707,11293.645581996914,12984.73774338902,9195.545558463707,11293.645581996914,12984.73774338902,71.2496337890625,56.20248794555664
157,62457.91523721399,6.241136639483926,3.375653386068728,3.7989637158921004,82856.36153447427,4.613762386114888,3.202464818449175,4.177516336401432,79.49305731944253,51.30710345515996,12.878450024959461,18.838028343818674,30.170471425019656,8.550132082041763,29603.76838325607,34906.46795494004,40108.47319247773,9313.56590652832,11419.44723294754,13036.51796143676,9313.56590652832,11419.44723294754,13036.51796143676,71.2496337890625,56.32619094848633
156,62722.733009737836,6.480292744309982,3.375653386068728,3.83172880476287,82856.36153447427,4.613762386114888,3.2112462273063316,4.188332650520017,79.90366470022938,51.34609697131429,12.878450024959461,18.889683690037245,29.8697662521093,8.644613030628996,29603.76838325607,34906.46795494004,40108.47319247773,9338.17619787575,11420.71274310175,13078.693690469225,9338.17619787575,11420.71274310175,13078.693690469225,71.2496337890625,56.50700759887695
155,63318.81356003076,6.480292744309982,3.3884048268073474,3.8355842692797246,82856.36153447427,4.613762386114888,3.2184825761917266,4.193873934260807,80.0262315994487,51.57695277339023,12.878450024959461,18.93225044818663,29.8697662521093,8.672840841114859,29898.610998711712,34919.303618770864,40187.71581300176,9338.17619787575,11504.81240424162,13286.970706561016,9338.17619787575,11504.81240424162,13286.970706561016,71.2496337890625,56.70566177368164
154,68103.04434524343,6.480292744309982,3.3884048268073474,3.869944913407264,82713.7203186559,4.619229009618746,3.2517031098277354,4.209549589862193,81.09624571048646,51.57695277339023,12.86022125814772,19.127665351927856,29.821962515654366,8.860398107909043,29898.610998711712,35199.39294639601,40621.40154976606,9338.17619787575,11504.81240424162,14094.68684575572,9338.17619787575,11504.81240424162,14094.68684575572,71.2496337890625,56.73594284057617
153,77678.03142761212,6.476323969090002,3.8938598888647444,4.912079535538319,82169.29357208632,5.639992248260656,4.346630460136612,5.091881371968888,81.17085073749043,51.57695277339023,12.86022125814772,25.568414471391833,29.821962515654366,8.860398107909043,29997.52448087588,35304.308204827605,40802.15385290361,9338.17619787575,11504.81240424162,14374.699830154512,9338.17619787575,11504.81240424162,14374.699830154512,71.2496337890625,56.90467834472656
152,78183.98498101163,6.476323969090002,3.8938598888647444,4.9324673653100355,82041.85535584792,5.7570415342966,4.427684349071124,5.092322161799964,81.17085073749043,51.591074374251235,6.823575010231446,26.04520205335955,29.821962515654366,9.10759837371485,29997.67405143118,35398.36883474079,40802.15385290361,9338.17619787575,11504.81240424162,14459.943036660214,9338.17619787575,11504.81240424162,14459.943036660214,71.22531127929688,57.0702018737793
151,78183.98498101163,6.476323969090002,3.8938598888647444,4.977622647933107,82041.85535584792,5.9462159012439075,4.448994926039628,5.179045355088129,81.17085073749043,51.63833952825161,6.1350497982553005,26.1705583884684,30.170471425019656,9.11009660718397,29999.788728008494,35660.94405503769,40866.48522212403,9338.17619787575,11504.81240424162,14459.943036660214,9338.17619787575,11504.81240424162,14459.943036660214,71.01441955566406,57.0702018737793
150,80221.04753145888,6.429435534262429,4.026465941905391,5.1652664496191365,82041.85535584792,5.9462159012439075,4.4612560776576355,5.201479922731956,81.17085073749043,51.66295035568141,5.710290543539445,26.242682809750796,30.170471425019656,9.181197940420214,30210.419748886274,35889.65079626,40866.48522212403,8921.779180053685,11504.81240424162,14459.943036660214,8921.779180053685,11504.81240424162,14459.943036660214,70.72315216064453,57.0702018737793
149,81399.10698591112,6.429435534262429,4.026465941905391,5.237698706041898,82041.85535584792,5.966466922312855,4.935076090390928,5.240735463379472,81.17085073749043,51.82652917854661,5.0222594044476,29.02985935524075,30.83417632316527,9.525932581538706,30662.08430754376,35957.8835862693,40852.7395485852,8833.014866548132,11375.47570992808,14459.943036660214,8833.014866548132,11375.47570992808,14459.943036660214,69.96178436279297,57.0702018737793
148,81657.86048461682,6.429435534262429,4.060809494439853,5.421006320911184,82169.29357208632,6.006818687128825,5.063700199472009,5.4268153536748285,81.17085073749043,51.83424382326482,4.903135751100853,29.786471761600048,31.07718701941359,9.664391998591647,31056.810868604807,36035.109245833686,40802.15385290361,8740.225086128634,11331.880643535624,14451.10555181051,8740.225086128634,11331.880643535624,14451.10555181051,69.3943099975586,57.0702018737793
147,82533.88054600307,6.429435534262429,4.043740320186717,5.5677992317883,83030.5103286284,6.286786243840783,5.211104898657893,5.598243687897532,80.59048080249133,51.83424382326482,4.665772428653976,30.653558227399362,31.163474682185846,10.10280591743808,31056.810868604807,36035.109245833686,40788.07653788822,8581.990002196708,11312.563736900069,14374.699830154512,8581.990002196708,11312.563736900069,14374.699830154512,68.73143768310547,57.0702018737793
146,85592.99196321187,6.3630902529009905,4.026465941905391,5.590194329665301,83030.5103286284,6.309533481129743,5.212760551065718,5.612883932969921,78.64496473671285,51.83424382326482,3.018904447995391,30.6632973592101,31.19354059115145,10.65682559445668,31056.810868604807,36035.109245833686,40788.07653788822,8359.452686860122,11063.864270920656,14279.07935769733,8359.452686860122,11063.864270920656,14279.07935769733,67.96263885498047,57.05615997314453
145,87460.54139712451,6.36073130312786,4.026465941905391,5.63538212199892,83030.5103286284,6.545798431873967,5.212760551065718,5.735118937058049,76.2382419557093,51.83424382326482,2.8850971698250394,30.6632973592101,31.19354059115145,10.727312541642775,31056.810868604807,35957.8835862693,40788.07653788822,8079.5907866762,10995.97225132915,14195.777931385848,8079.5907866762,10995.97225132915,14195.777931385848,67.30867767333984,56.983821868896484
