# Age (kyr)	GMGSL (m)Miller et al. (2024)
17.544000	34.6192
17.548000	31.4997
17.551000	39.2236
17.555000	38.6601
17.559000	40.2042
17.563000	35.6853
17.566000	36.0320
17.570000	45.1674
17.574000	44.4429
17.578000	42.3174
17.581000	41.2682
17.585000	45.0110
17.591000	38.3227
17.597000	28.8118
17.604000	26.0943
17.604000	31.8388
17.610000	34.8848
17.617000	41.0398
17.623000	39.0817
17.629000	32.5675
17.635000	32.2776
17.641000	37.0339
17.647000	38.6767
17.654000	38.6333
17.660000	45.5927
17.668000	45.3184
17.676000	32.7003
17.685000	39.4341
17.694000	38.6635
17.702000	38.8705
17.711000	31.9991
17.719000	30.2415
17.728000	28.4719
17.736000	29.6482
17.743000	36.9832
17.751000	38.9212
17.759000	37.1649
17.767000	33.9185
17.775000	30.6602
17.782000	38.5670
17.790000	34.5612
17.798000	36.2724
17.806000	43.4840
17.814000	36.7146
17.822000	30.4210
17.829000	35.4081
17.837000	34.1210
17.845000	35.6015
17.853000	36.5826
17.861000	37.5672
17.868000	33.2360
17.876000	27.3598
17.884000	21.9676
17.891000	23.9535
17.897000	20.0793
17.904000	34.3448
17.911000	33.7973
17.917000	29.1434
17.924000	28.0656
17.931000	32.6535
17.937000	29.7733
17.944000	33.8622
17.950000	30.7098
17.957000	36.3747
17.964000	33.4637
17.970000	33.4185
17.977000	38.3392
17.984000	40.1333
17.989000	35.6328
17.994000	26.1069
17.999000	22.3524
18.004000	25.9759
18.009000	30.4046
18.015000	29.5230
18.020000	34.7763
18.027000	34.2875
18.037000	40.8093
18.042000	30.3543
18.048000	35.1692
18.053000	42.2886
18.058000	45.2160
18.065000	36.7359
18.072000	34.9300
18.079000	36.0084
18.087000	27.7539
18.094000	26.8329
18.101000	26.9812
18.108000	34.0539
18.115000	35.4752
18.122000	29.6262
18.129000	26.3942
18.136000	24.2053
18.144000	24.6830
18.151000	24.3632
18.157000	33.4533
18.164000	25.6422
18.170000	25.4258
18.176000	28.6735
18.183000	29.1898
18.189000	30.7100
18.196000	24.9245
18.202000	24.8433
18.209000	24.1260
18.215000	34.3044
18.222000	43.0956
18.228000	34.0339
18.235000	39.5758
18.241000	31.5403
18.247000	28.4207
18.254000	36.7737
18.260000	21.9572
18.267000	22.3026
18.273000	24.7831
18.280000	14.1564
18.286000	23.1145
18.293000	23.1179
18.299000	21.1675
18.306000	25.6307
18.312000	19.4612
18.318000	28.7537
18.325000	33.0664
18.331000	28.7295
18.335000	20.4326
18.348000	13.9856
18.359000	21.0292
18.366000	17.3488
18.369000	13.3812
18.374000	17.6990
18.378000	19.8269
18.382000	19.6500
18.386000	21.7239
18.392000	8.6133
18.398000	14.6381
18.402000	17.4104
18.411000	23.8686
18.417000	22.4966
18.422000	19.3456
18.428000	26.4546
18.434000	31.8131
18.440000	19.8310
18.446000	23.8758
18.452000	26.0384
18.458000	10.6910
18.464000	11.8204
18.470000	19.6498
18.476000	22.2302
18.481000	13.9705
18.487000	13.1285
18.493000	13.9859
18.499000	27.9787
18.505000	19.9771
18.511000	16.6918
18.517000	19.4374
18.523000	32.1311
18.527000	24.7128
18.532000	25.7025
18.536000	21.7088
18.540000	24.3012
18.545000	24.6648
18.549000	19.1093
18.553000	17.9111
18.558000	18.8414
18.562000	14.3890
18.565000	22.2089
18.571000	23.0420
18.575000	23.8161
18.579000	28.6547
18.584000	26.9869
18.588000	29.8533
18.592000	17.6616
18.597000	17.0926
18.601000	18.0239
18.605000	21.8261
18.610000	17.4188
18.614000	18.4741
18.618000	15.5685
18.623000	16.1548
18.627000	25.1885
18.631000	21.6603
18.636000	17.8208
18.640000	19.2170
18.644000	26.6534
18.649000	26.2709
18.653000	22.7155
18.657000	20.4063
18.660000	22.4554
18.666000	28.5431
18.670000	24.8347
18.675000	26.1326
18.679000	34.2100
18.683000	30.8138
18.688000	12.7770
18.692000	19.5787
18.696000	19.6044
18.701000	17.3919
18.705000	17.2006
18.709000	18.5939
18.714000	31.6336
18.718000	35.5103
18.724000	33.6075
18.730000	32.1716
18.736000	21.5475
18.742000	38.1500
18.748000	13.3140
18.754000	29.6665
18.760000	31.0905
18.766000	29.5985
18.772000	26.5568
18.778000	33.4110
18.784000	26.8669
18.790000	23.7363
18.796000	33.7217
18.802000	30.8096
18.808000	25.2647
18.814000	23.5956
18.819000	30.0755
18.825000	26.6411
18.831000	34.7622
18.837000	28.2933
18.842000	23.5592
18.847000	10.6497
18.853000	22.5159
18.858000	21.8694
18.863000	29.3051
18.868000	28.6577
18.874000	20.2356
18.879000	18.1294
18.883000	15.3401
18.888000	16.5767
18.894000	17.0672
18.899000	17.4640
18.904000	18.4797
18.909000	22.5671
18.915000	22.0275
18.920000	21.4250
18.925000	22.0635
18.930000	17.3171
18.936000	19.9380
18.941000	14.7704
18.946000	17.8297
18.951000	17.4559
18.957000	19.0740
18.962000	22.4856
18.967000	20.8534
18.972000	25.4341
18.978000	26.2761
18.983000	29.5206
18.988000	23.8708
18.993000	17.6940
18.999000	15.1563
19.004000	12.1839
19.009000	17.6320
19.014000	12.0368
19.020000	17.2367
19.025000	20.2270
19.030000	21.8485
19.035000	27.8840
19.039000	22.7005
19.043000	20.0806
19.046000	18.0764
19.050000	13.2346
19.053000	13.1925
19.057000	4.9424
19.061000	5.8460
19.064000	5.9547
19.068000	16.8007
19.071000	15.4527
19.075000	19.7290
19.079000	15.6727
19.081000	15.6128
19.086000	14.9843
19.090000	19.3258
19.093000	16.5761
19.097000	19.1122
19.100000	19.5094
19.104000	21.5951
19.108000	21.4211
19.111000	22.1927
19.115000	23.6273
19.118000	5.6624
19.122000	13.7562
19.126000	19.0551
19.129000	17.6413
19.133000	20.2315
19.136000	20.3718
19.140000	23.5197
19.144000	27.0536
19.147000	19.4552
19.151000	22.4498
19.154000	22.2227
19.158000	28.5466
19.162000	16.1771
19.166000	15.9344
19.170000	5.1544
19.174000	23.9772
19.178000	12.7320
19.182000	25.3502
19.186000	15.3895
19.190000	22.9326
19.193000	20.7391
19.197000	23.4922
19.201000	24.7617
19.205000	19.3317
19.209000	16.1861
19.213000	15.5766
19.217000	7.9994
19.221000	10.2793
19.225000	9.2146
19.229000	13.2854
19.233000	38.8985
19.237000	18.5126
19.241000	31.7752
19.245000	26.0367
19.249000	17.9803
19.252000	18.5415
19.256000	17.5968
19.260000	19.3542
19.264000	19.5000
19.268000	19.5420
19.272000	13.6521
19.276000	23.9843
19.280000	25.4356
19.284000	20.6015
19.288000	19.7018
19.292000	24.6683
19.296000	22.6819
19.300000	20.6616
19.303000	16.0049
19.307000	11.8111
19.311000	16.5351
19.315000	26.9079
19.319000	23.3484
19.323000	18.3533
19.327000	25.4938
19.331000	14.0871
19.335000	14.7077
19.339000	13.2265
19.343000	11.6067
19.347000	14.2591
19.350000	4.5144
19.354000	11.4013
19.358000	7.5818
19.362000	6.7017
19.366000	7.0803
19.370000	19.8260
19.381000	-3.1098
19.385000	8.3663
19.389000	14.1141
19.393000	13.4065
19.397000	7.5389
19.401000	5.0547
19.405000	7.3453
19.409000	4.9307
19.413000	-13.9948
19.417000	9.1921
19.421000	5.0353
19.425000	11.0107
19.429000	13.7116
19.432000	9.6881
19.437000	1.6019
19.440000	10.6308
19.444000	6.1937
19.448000	1.6865
19.452000	-0.1761
19.456000	9.4454
19.460000	9.6000
19.464000	15.2186
19.468000	2.8419
19.472000	4.6654
19.476000	7.0458
19.480000	4.9001
19.483000	5.6057
19.487000	6.9411
19.491000	8.6595
19.495000	10.4827
19.499000	10.9476
19.503000	11.6217
19.507000	6.9300
19.511000	9.8688
19.515000	4.1651
19.519000	5.3269
19.523000	13.6355
19.527000	16.2286
19.531000	19.5547
19.534000	15.9738
19.543000	25.0744
19.547000	19.9284
19.551000	28.3502
19.554000	35.5827
19.558000	37.6925
19.561000	32.4736
19.564000	28.7200
19.566000	14.2550
19.569000	18.4894
19.571000	15.6743
19.574000	18.8279
19.577000	24.5965
19.582000	13.6754
19.585000	20.9082
19.587000	21.8953
19.590000	21.7031
19.592000	20.1119
19.595000	13.5804
19.598000	7.3657
19.600000	17.7932
19.603000	9.2134
19.605000	10.4470
19.608000	10.7137
19.611000	11.6769
19.613000	12.5974
19.616000	16.4470
19.619000	15.1848
19.621000	17.0782
19.624000	17.5200
19.626000	28.8588
19.629000	31.1018
19.632000	35.5640
19.636000	31.8095
19.640000	30.1745
19.644000	33.5295
19.648000	31.1359
19.652000	14.8817
19.656000	16.2748
19.660000	23.3280
19.664000	24.1623
19.668000	31.3354
19.672000	33.1950
19.676000	27.5564
19.680000	36.0463
19.684000	19.5437
19.688000	15.3817
19.692000	19.9583
19.696000	22.6450
19.700000	31.2322
19.704000	12.5229
19.709000	9.9876
19.713000	21.4138
19.717000	16.0078
19.720000	26.5353
19.724000	23.8122
19.728000	24.4786
19.732000	20.0129
19.736000	20.9544
19.741000	25.7786
19.745000	23.9890
19.749000	32.7702
19.753000	31.3448
19.757000	38.1157
19.761000	41.1271
19.765000	41.2964
19.768000	26.4421
19.771000	18.4059
19.774000	-0.2737
19.777000	2.3891
19.780000	16.5448
19.783000	16.9975
19.786000	16.5562
19.789000	8.6844
19.792000	8.8137
19.795000	9.9640
19.798000	10.3214
19.801000	13.5387
19.804000	14.8434
19.807000	10.9924
19.810000	6.4273
19.813000	9.6007
19.816000	10.3131
19.819000	4.0927
19.822000	7.5838
19.825000	6.2055
19.829000	3.0232
19.832000	8.4561
19.835000	4.9634
19.838000	12.5624
19.841000	24.4693
19.844000	14.8673
19.848000	14.4419
19.851000	18.2139
19.855000	20.6330
19.858000	21.2548
19.862000	27.9653
19.866000	23.2616
19.870000	20.3720
19.873000	13.6992
19.877000	13.8165
19.880000	14.3384
19.884000	10.9438
19.888000	12.0566
19.891000	10.0676
19.895000	16.6737
19.899000	16.1079
19.902000	21.0858
19.906000	20.0351
19.909000	15.2208
19.913000	19.1426
19.917000	21.2650
19.920000	27.5097
19.924000	21.8100
19.927000	27.7932
19.931000	30.1632
19.935000	30.2267
19.938000	19.5631
19.942000	19.4366
19.945000	28.6720
19.949000	24.1935
19.952000	23.7687
19.956000	29.3922
19.959000	29.1259
19.963000	20.6858
19.966000	18.2790
19.970000	24.6329
19.973000	26.3463
19.977000	19.1220
19.980000	27.2866
19.984000	20.4136
19.987000	10.4367
19.991000	18.8293
19.994000	18.4009
19.998000	26.5364
20.001000	25.9113
20.005000	34.4749
20.008000	32.6270
20.011000	29.6614
20.015000	22.0032
20.018000	29.0321
20.022000	33.0606
20.025000	30.8294
20.029000	34.6024
20.032000	40.8962
20.175000	15.5948
20.273000	33.4735
20.357000	25.9326
20.362000	27.3110
20.436000	26.5724
20.439000	15.0316
20.508000	-4.0586
20.570000	-4.1966
20.636000	-7.3155
20.708000	15.3255
20.797000	8.0898
20.864000	27.8359
20.909000	-11.9119
20.925000	6.8369
20.970000	7.6289
20.986000	10.4648
21.031000	10.2102
21.089000	15.9764
21.096000	15.6078
21.173000	11.8335
21.216000	21.2548
21.260000	12.5502
21.304000	9.9804
21.348000	24.8597
21.392000	16.2224
21.438000	22.1510
21.554000	42.8924
21.557000	36.5957
21.563000	38.9528
21.567000	31.6114
21.572000	33.9666
21.576000	36.5823
21.581000	36.8377
21.585000	35.7841
21.589000	47.8221
21.594000	30.7927
21.598000	36.5443
21.601000	44.1305
21.603000	36.7940
21.607000	19.2379
21.611000	49.6051
21.616000	38.8516
21.620000	24.9509
21.629000	52.1772
21.633000	10.7212
21.638000	21.1814
21.642000	24.3043
21.645000	32.1640
21.645000	32.1640
21.647000	37.9326
21.651000	34.7548
21.656000	31.8269
21.660000	33.1133
21.664000	35.1909
21.669000	30.4010
21.673000	24.8147
21.679000	30.5653
21.682000	30.5326
21.686000	29.9564
21.689000	33.1056
21.691000	39.9898
21.695000	32.5030
21.700000	30.3066
21.704000	36.1235
21.709000	26.6946
21.713000	26.8925
21.717000	25.4765
21.722000	31.3028
21.726000	36.0914
21.731000	43.3231
21.735000	14.5124
21.739000	38.3315
21.744000	31.1571
21.749000	37.6246
21.753000	31.5140
21.758000	30.0254
21.763000	29.6296
21.767000	38.9692
21.772000	23.5510
21.777000	38.2318
21.779000	29.2221
21.781000	31.6968
21.786000	17.7497
21.791000	33.4315
21.797000	29.0152
21.802000	28.5891
21.807000	34.4882
21.813000	22.1978
21.818000	31.3296
21.823000	25.9408
21.828000	29.6050
21.831000	27.4620
21.839000	23.9648
21.849000	32.3484
21.855000	28.5929
21.883000	29.4672
21.886000	22.8733
21.894000	9.8182
21.906000	24.9037
21.917000	17.9660
21.929000	17.0327
21.940000	13.5330
21.944000	24.5371
21.952000	13.2641
21.963000	12.0514
21.975000	21.1553
21.986000	8.9730
22.021000	21.1026
22.033000	17.6269
22.045000	27.5348
22.056000	17.2080
22.068000	19.9594
22.079000	18.9336
22.088000	30.7284
22.098000	25.5705
22.107000	34.2860
22.114000	31.5475
22.116000	7.9493
22.118000	9.6946
22.123000	28.1260
22.125000	13.5505
22.128000	9.7466
22.131000	2.8166
22.132000	10.4644
22.137000	7.0212
22.139000	11.8972
22.142000	10.8746
22.147000	7.0873
22.151000	5.7261
22.156000	16.1822
22.161000	-0.1027
22.165000	7.5683
22.170000	9.3440
22.186000	8.0896
22.231000	10.2458
22.233000	12.3399
22.241000	47.6444
22.250000	5.2729
22.260000	14.0050
22.269000	11.6985
22.274000	14.1651
22.278000	20.7399
22.280000	16.2975
22.283000	13.5873
22.288000	16.0508
22.293000	16.1133
22.297000	20.2719
22.302000	11.4429
22.307000	25.1768
22.311000	34.4361
22.321000	21.2593
22.330000	11.1974
22.340000	15.2937
22.340000	18.1405
22.349000	13.2229
22.358000	17.4265
22.367000	14.2340
22.376000	27.1072
22.385000	17.9247
22.390000	25.3288
22.399000	12.2469
22.408000	26.9490
22.413000	29.6610
22.418000	29.7377
22.427000	11.2638
22.431000	28.9730
22.431000	20.4857
22.445000	30.1498
22.450000	5.3463
22.465000	22.0933
22.478000	9.8549
22.482000	21.4166
22.491000	29.1841
22.511000	35.0954
22.524000	22.2717
22.557000	16.5281
22.570000	28.1949
22.592000	18.3398
22.592000	24.7515
22.603000	18.6710
22.603000	17.7950
22.605000	26.9361
22.608000	28.1914
22.619000	25.6270
22.624000	27.1887
22.672000	24.7265
22.672000	22.0337
22.682000	19.0082
22.698000	17.8103
22.703000	32.7748
22.708000	16.4831
22.708000	18.3137
22.711000	26.4755
22.713000	14.9500
22.718000	10.2488
22.720000	32.3124
22.723000	14.4430
22.725000	14.0758
22.728000	19.6536
22.731000	10.6445
22.734000	5.2620
22.739000	14.1456
22.744000	26.0905
22.749000	13.9538
22.752000	22.9689
22.754000	17.5576
22.760000	18.1291
22.765000	13.9798
22.770000	9.8054
22.773000	17.9081
22.775000	30.8239
22.781000	25.6392
22.786000	27.2945
22.791000	15.5381
22.794000	23.7595
22.796000	28.9124
22.801000	42.0244
22.807000	23.9420
22.812000	18.6514
22.815000	13.7157
22.817000	32.5643
22.818000	11.5621
22.828000	9.2608
22.833000	15.8707
22.834000	14.0888
22.838000	11.5447
22.845000	8.9347
22.852000	14.8752
22.858000	19.4450
22.871000	4.8874
22.878000	8.7485
22.885000	14.8192
22.891000	26.0339
22.898000	15.0568
22.905000	17.1927
22.911000	12.3879
22.915000	14.5590
22.918000	19.6820
22.942000	11.1002
22.951000	12.1814
22.958000	9.5736
22.964000	13.9711
22.964000	19.5758
22.968000	6.9644
22.978000	8.8186
22.984000	11.7948
22.991000	-3.4187
22.995000	1.7899
22.997000	1.0528
23.004000	11.4751
23.011000	2.5978
23.017000	-5.5308
23.021000	1.9151
23.024000	1.9356
23.030000	3.8325
23.034000	37.5666
23.038000	5.0071
23.046000	-3.7956
23.048000	8.4221
23.058000	7.4092
23.062000	-0.2898
23.063000	0.4595
23.066000	12.2806
23.070000	-0.9244
23.074000	5.7461
23.075000	-0.1213
23.078000	3.2252
23.085000	-0.7108
23.089000	1.9135
23.091000	9.9932
23.093000	8.1905
23.097000	3.8626
23.107000	8.3896
23.113000	18.2906
23.117000	12.5346
23.121000	15.8538
23.123000	6.1068
23.125000	8.6742
23.129000	7.6583
23.133000	16.7448
23.137000	1.6816
23.141000	18.3002
23.145000	26.6115
23.155000	23.5120
23.157000	16.7579
23.161000	26.0870
23.169000	15.5455
23.171000	17.0007
23.174000	23.7800
23.181000	15.7756
23.195000	26.5610
23.211000	16.7687
23.227000	31.5569
23.242000	26.7094
23.257000	24.3484
23.272000	27.7106
23.283000	25.6850
23.287000	25.1417
23.299000	28.7235
23.329000	31.4616
23.345000	31.6140
23.390000	30.9327
23.408000	36.4225
23.415000	35.1797
23.426000	32.9370
23.444000	37.0888
23.446000	26.5676
23.455000	37.9160
23.460000	37.4862
23.462000	39.7297
23.469000	21.6062
23.480000	29.5750
23.487000	26.5516
23.491000	37.9381
23.498000	39.9608
23.500000	33.6094
23.509000	30.6576
23.514000	36.3285
23.518000	24.8945
23.518000	30.1070
23.520000	29.3725
23.523000	50.4192
23.525000	32.1242
23.527000	30.3445
23.532000	34.1209
23.536000	37.8510
23.538000	32.4437
23.538000	32.4437
23.541000	31.4802
23.545000	29.5122
23.550000	34.2746
23.554000	36.4189
23.557000	38.5324
23.559000	43.1797
23.561000	35.2868
23.563000	30.4778
23.568000	34.4183
23.572000	28.6643
23.574000	34.2951
23.577000	26.5111
23.579000	31.1159
23.581000	26.8688
23.586000	37.5757
23.590000	43.1810
23.592000	32.4220
23.595000	31.9880
23.597000	38.7892
23.599000	36.3269
23.608000	32.7756
23.610000	41.2636
23.613000	28.6693
23.615000	31.1939
23.617000	33.2180
23.622000	27.8975
23.626000	21.5949
23.628000	31.9765
23.631000	35.2331
23.644000	26.9633
23.649000	30.0022
23.653000	33.4884
23.655000	41.0392
23.658000	37.4624
23.660000	42.3312
23.662000	32.4707
23.667000	37.3913
23.671000	36.5070
23.673000	37.0257
23.676000	34.9290
23.678000	33.0569
23.680000	27.1282
23.685000	45.5963
23.689000	36.3867
23.691000	39.0386
23.694000	40.9911
23.696000	47.1814
23.698000	49.8109
23.703000	41.8602
23.707000	35.5816
23.709000	31.2193
23.709000	47.6053
23.712000	47.1804
23.714000	44.7992
23.714000	49.5526
23.716000	33.4410
23.719000	46.5867
23.721000	41.9550
23.723000	48.5134
23.725000	40.8682
23.727000	43.5134
23.727000	40.4435
23.728000	34.4285
23.729000	46.7478
23.731000	47.2441
23.733000	44.5455
23.733000	46.5825
23.737000	38.1773
23.737000	47.1117
23.740000	39.5628
23.742000	47.4700
23.742000	44.4365
23.746000	50.2463
23.751000	37.0686
23.755000	35.5740
23.756000	42.4317
23.760000	49.3299
23.764000	50.3033
23.769000	43.1695
23.771000	42.3133
23.773000	40.7856
23.778000	45.1630
23.782000	46.5881
23.787000	42.2431
23.791000	48.5467
23.796000	51.5136
23.798000	42.7310
23.800000	42.7796
23.805000	40.7094
23.809000	47.1493
23.812000	43.5071
23.814000	42.0318
23.818000	45.3853
23.823000	43.1206
23.827000	43.6473
23.832000	37.1155
23.836000	47.7059
23.842000	33.5653
23.843000	42.9533
23.844000	39.1514
23.849000	41.8212
23.854000	41.5165
23.859000	44.3648
23.865000	36.9531
23.867000	44.7378
23.871000	46.2757
23.876000	50.3147
23.882000	38.3972
23.888000	40.1766
23.896000	45.2602
23.899000	44.4875
23.905000	47.6469
23.911000	50.1717
23.916000	47.1781
23.919000	45.3867
23.922000	44.6128
23.928000	45.8994
23.934000	45.3577
23.939000	46.2142
23.945000	45.6641
23.951000	46.9182
23.953000	46.5311
23.957000	41.5440
23.962000	48.3927
23.968000	50.2240
23.974000	42.8480
23.977000	44.0599
23.979000	43.6674
23.985000	46.4819
23.997000	45.4998
23.999000	52.2888
24.002000	55.0953
24.008000	42.7448
24.010000	49.7436
24.014000	46.3636
24.019000	49.5776
24.025000	46.0475
24.025000	45.1937
24.031000	40.5969
24.033000	44.2018
24.037000	41.7970
24.042000	53.0273
24.048000	45.9992
24.054000	51.8244
24.059000	49.2003
24.065000	48.3163
24.065000	45.5527
24.067000	51.6062
24.071000	49.5744
24.077000	50.5681
24.082000	49.9411
24.088000	53.7847
24.089000	46.6514
24.094000	46.6204
24.099000	47.2008
24.105000	43.6717
24.111000	45.4695
24.117000	49.1326
24.122000	50.9592
24.125000	48.0393
24.128000	48.2229
24.134000	51.5053
24.140000	49.7953
24.145000	51.2232
24.148000	46.3782
24.151000	52.4422
24.157000	47.7668
24.162000	41.1694
24.168000	42.1540
24.174000	46.7627
24.182000	55.8772
24.184000	45.1704
24.185000	44.3039
24.191000	49.8244
24.197000	46.3316
24.202000	46.7175
24.207000	47.5396
24.208000	50.9995
24.214000	49.0039
24.220000	48.9602
24.225000	47.1750
24.226000	43.6661
24.228000	44.9610
24.231000	44.9343
24.237000	38.5012
24.242000	44.6189
24.248000	45.4533
24.250000	44.7734
24.254000	43.1884
24.260000	41.8023
24.265000	37.5212
24.271000	42.5468
24.271000	46.8481
24.277000	47.7080
24.282000	48.5790
24.288000	42.6931
24.293000	41.7543
24.294000	41.0694
24.296000	43.3140
24.300000	35.1387
24.305000	42.1215
24.311000	44.1278
24.315000	39.5513
24.317000	40.6762
24.323000	42.0067
24.334000	39.6505
24.340000	44.6687
24.345000	34.5198
24.353000	45.7705
24.357000	36.9756
24.359000	45.0572
24.363000	44.3495
24.369000	38.5307
24.374000	39.9008
24.380000	38.4799
24.385000	41.7216
24.390000	47.5407
24.391000	43.5710
24.395000	54.0776
24.399000	53.3785
24.404000	43.5442
24.406000	44.4781
24.407000	46.8206
24.411000	45.6446
24.415000	49.1638
24.419000	47.9889
24.421000	38.8176
24.423000	43.9894
24.427000	44.6930
24.431000	36.4431
24.435000	38.5582
24.436000	35.7259
24.439000	34.5452
24.439000	39.9694
24.443000	29.3947
24.443000	35.2416
24.444000	35.7125
24.446000	43.9825
24.447000	30.7438
24.451000	36.8865
24.452000	43.7477
24.454000	38.5410
24.455000	41.6184
24.458000	45.1721
24.459000	42.3300
24.463000	43.7546
24.464000	44.2297
24.467000	45.4189
24.470000	40.9137
24.471000	41.1518
24.475000	37.3552
24.476000	35.6929
24.479000	47.3382
24.481000	48.5309
24.485000	46.1619
24.486000	44.4989
24.487000	44.5008
24.488000	40.4580
24.489000	41.8872
24.493000	35.5951
24.493000	47.6083
24.497000	41.2892
24.497000	40.2348
24.501000	42.6256
24.502000	40.0064
24.503000	43.8221
24.505000	45.9729
24.506000	42.1608
24.509000	50.7547
24.510000	41.9325
24.513000	50.5302
24.515000	45.5258
24.517000	44.5775
24.519000	49.0788
24.519000	45.0614
24.521000	46.2619
24.524000	38.6297
24.525000	40.7824
24.528000	44.8536
24.529000	37.9283
24.533000	31.7738
24.533000	37.7022
24.537000	44.2460
24.537000	42.9752
24.541000	40.4423
24.541000	41.0779
24.545000	47.0734
24.546000	42.0547
24.549000	41.1104
24.550000	42.0716
24.553000	42.8026
24.557000	31.5723
24.561000	44.0365
24.565000	37.1134
24.567000	40.7143
24.569000	46.9496
24.573000	40.2658
24.577000	42.4422
24.581000	46.7751
24.585000	44.4025
24.589000	52.8094
24.594000	49.0065
24.597000	49.0247
24.601000	49.7680
24.605000	50.7512
24.608000	40.2299
24.612000	49.8376
24.616000	37.6471
24.619000	39.3438
24.623000	42.7242
24.627000	41.7933
24.628000	42.5187
24.630000	45.1669
24.634000	41.6021
24.638000	46.8985
24.642000	46.6868
24.645000	40.0033
24.649000	46.4964
24.653000	46.5245
24.656000	45.5881
24.660000	48.4890
24.664000	44.9264
24.665000	42.0610
24.667000	45.1870
24.671000	43.7789
24.675000	42.6101
24.679000	45.0314
24.682000	48.4030
24.686000	47.7123
24.690000	46.0639
24.693000	43.6904
24.697000	50.6585
24.701000	41.1095
24.702000	47.3400
24.704000	41.6072
24.708000	48.0966
24.712000	44.5299
24.715000	47.1823
24.719000	45.0508
24.722000	44.5891
24.725000	46.0437
24.729000	46.0663
24.732000	40.8098
24.735000	41.3044
24.739000	43.9620
24.742000	45.4162
24.746000	43.2766
24.749000	53.1308
24.752000	42.8240
24.756000	48.3653
24.759000	51.2626
24.762000	50.7970
24.766000	49.1334
24.769000	46.5015
24.770000	40.7327
24.772000	43.8675
24.778000	46.0570
24.783000	46.5584
24.788000	40.5497
24.793000	41.7706
24.798000	39.1293
24.803000	37.2087
24.804000	34.0689
24.809000	43.2686
24.813000	43.0389
24.814000	41.3475
24.818000	46.6874
24.823000	46.4633
24.828000	48.4225
24.833000	44.0728
24.839000	46.5238
24.844000	42.8962
24.850000	43.4048
24.855000	42.3689
24.855000	41.7194
24.860000	45.1508
24.866000	45.9099
24.871000	47.8867
24.877000	44.7438
24.882000	49.4127
24.887000	46.9977
24.893000	48.7457
24.898000	48.7776
24.904000	45.6346
24.909000	43.2188
24.914000	47.4170
24.920000	44.5199
24.925000	50.4391
24.931000	35.0416
24.934000	43.1548
24.938000	45.3933
24.941000	48.8507
24.945000	39.8106
24.948000	40.3261
24.952000	42.3221
24.956000	36.7161
24.957000	35.2534
24.959000	36.2520
24.963000	41.9284
24.966000	42.9365
24.970000	37.3330
24.974000	45.4625
24.977000	46.7166
24.981000	50.1869
24.984000	47.7635
24.988000	49.0276
24.991000	42.6832
24.994000	41.7323
24.995000	45.6638
24.999000	48.8892
25.002000	46.2050
25.006000	44.2482
25.009000	46.7010
25.013000	44.0103
25.017000	43.5249
25.020000	40.5900
25.024000	42.5541
25.026000	37.9053
25.027000	42.5581
25.031000	43.0531
25.035000	44.0376
25.038000	50.8929
25.042000	39.8889
25.045000	48.4549
25.049000	46.0146
25.052000	44.5519
25.056000	46.5140
25.060000	45.2979
25.063000	42.1259
25.065000	44.8173
25.067000	46.2866
25.070000	40.4286
25.074000	44.3441
25.078000	47.7697
25.081000	42.1594
25.085000	44.8521
25.088000	43.3933
25.092000	42.9131
25.096000	43.1650
25.099000	42.6832
25.103000	45.3735
25.106000	40.0159
25.110000	35.1503
25.113000	41.0065
25.117000	40.0409
25.119000	38.5839
25.124000	40.3008
25.128000	40.0667
25.131000	38.6133
25.135000	42.0304
25.139000	41.5530
25.142000	40.8303
25.146000	40.1105
25.149000	42.0632
25.153000	47.9069
25.157000	43.5407
25.160000	43.3048
25.164000	46.7152
25.167000	41.8646
25.171000	43.5744
25.174000	52.8061
25.178000	39.9517
25.182000	48.2116
25.185000	47.2481
25.189000	49.9248
25.192000	42.1735
25.196000	50.6673
25.200000	51.4029
25.203000	44.1426
25.207000	49.2388
25.208000	42.4616
25.210000	44.4042
25.214000	39.3333
25.218000	47.0884
25.221000	43.2266
25.225000	51.2179
25.228000	47.3576
25.235000	42.3045
25.239000	45.4572
25.240000	44.9774
25.243000	44.9869
25.246000	43.0660
25.250000	43.9807
25.250000	37.7730
25.252000	45.9809
25.256000	45.2706
25.259000	48.6547
25.263000	48.9077
25.266000	45.3045
25.270000	47.2441
25.273000	52.3074
25.277000	49.1914
25.281000	49.4443
25.284000	60.2693
25.286000	42.9719
25.288000	44.6613
25.291000	44.9124
25.295000	45.6471
25.299000	49.9801
25.302000	49.2696
25.306000	41.6100
25.309000	46.8945
25.313000	50.7407
25.317000	48.1179
25.320000	44.5364
25.324000	45.9856
25.327000	45.7558
25.329000	39.3049
25.331000	44.8117
25.334000	47.6893
25.338000	50.5674
25.342000	45.7995
25.345000	50.3443
25.349000	51.0687
25.352000	50.1198
25.356000	51.0814
25.360000	48.9410
25.363000	44.4147
25.367000	44.4211
25.370000	48.4778
25.374000	51.1035
25.378000	48.9612
25.381000	47.5329
25.385000	46.1042
25.388000	47.0574
25.392000	44.4353
25.396000	46.8157
25.397000	44.4319
25.401000	47.2874
25.405000	44.8984
25.409000	44.1759
25.413000	50.3668
25.417000	50.1193
25.421000	45.8138
25.425000	44.1293
25.429000	43.8745
25.433000	49.1135
25.437000	42.6416
