Age (Ma),time,ridge_outflux_min,ridge_outflux_mean,ridge_outflux_max,subduction_outflux_min,subduction_outflux_mean,subduction_outflux_max,carbonate_platform_outflux_min,carbonate_platform_outflux_mean,carbonate_platform_outflux_max,rift_outflux_non_biased_min,rift_outflux_non_biased_mean,rift_outflux_non_biased_max,rift_outflux_biased_min,rift_outflux_biased_mean,rift_outflux_biased_max,intraplate_volcanism_outflux_min,intraplate_volcanism_outflux_mean,intraplate_volcanism_outflux_max,gross_atmospheric_outflux_no_rift_min,gross_atmospheric_outflux_no_rift_mean,gross_atmospheric_outflux_no_rift_max,gross_atmospheric_outflux_unbiased_rift_min,gross_atmospheric_outflux_unbiased_rift_mean,gross_atmospheric_outflux_unbiased_rift_max,gross_atmospheric_outflux_biased_rift_min,gross_atmospheric_outflux_biased_rift_mean,gross_atmospheric_outflux_biased_rift_max,net_atmospheric_influx_unbiased_and_sed_min,net_atmospheric_influx_unbiased_and_sed_mean,net_atmospheric_influx_unbiased_and_sed_max,net_atmospheric_influx_biased_and_sed_min,net_atmospheric_influx_biased_and_sed_mean,net_atmospheric_influx_biased_and_sed_max,gross_upper_plate_influx_with_sed_min,gross_upper_plate_influx_with_sed_mean,gross_upper_plate_influx_with_sed_max
32,32.0,13.441112420795392,17.49331869575238,21.59192115700605,11.039370950793064,11.039370950793064,12.574828155331039,72.09057541852098,107.27845350437462,130.97996919384465,19.0538937821575,21.252419987791054,23.45094619342461,19.0538937821575,21.252419987791054,23.45094619342461,3.0,6.0,9.0,99.57105879010945,141.81114315092006,174.14671850618174,118.62495257226695,163.06356313871112,197.59766469960636,118.62495257226695,163.06356313871112,197.59766469960636,-115.19860162226638,-66.00825900822275,-24.66893068796503,-115.19860162226638,-66.00825900822275,-24.66893068796503,224.3200900993344,229.07182214693387,235.87704890629635
33,33.0,13.429764785592065,17.403936275571144,21.483567178491853,11.06653526527809,11.06653526527809,12.07790520447633,72.09057541852098,106.57582612526514,128.1893192499061,19.0538937821575,21.252419987791054,23.45094619342461,19.0538937821575,21.252419987791054,23.45094619342461,3.0,6.0,9.0,99.58687546939115,141.04629766611436,170.7507916328743,118.64076925154865,162.2987176539054,194.2017378262989,118.64076925154865,162.2987176539054,194.2017378262989,-113.8651436645894,-65.30841392574996,-26.55833462745008,-113.8651436645894,-65.30841392574996,-26.55833462745008,222.7083502431727,227.60713157965537,234.45419070556176
34,34.0,13.32430537265044,16.96485749650388,20.939122351279742,10.470465351598627,10.470465351598627,11.758758696654445,72.09057541852098,103.81134822762591,127.60418325424018,19.0538937821575,21.252419987791054,23.45094619342461,19.0538937821575,21.252419987791054,23.45094619342461,3.0,6.0,9.0,98.88534614277005,137.24667107572841,169.30206430217436,117.93923992492755,158.49909106351947,192.75301049559897,117.93923992492755,158.49909106351947,192.75301049559897,-110.55471722243216,-65.12721231164903,-23.977332142574056,-110.55471722243216,-65.12721231164903,-23.977332142574056,218.7586496029773,223.6263033751685,230.52226411216398
35,35.0,13.32430537265044,16.96485749650388,20.939122351279742,9.14255287497283,9.14255287497283,10.120289621006394,72.09057541852098,101.99631423839216,125.70347798008106,14.273131595011774,15.920031394436208,17.566931193860643,14.273131595011774,15.920031394436208,17.566931193860643,3.0,6.0,9.0,97.55743366614425,134.10372460986886,165.7628899523672,111.83056526115602,150.02375600430508,183.32982114622786,111.83056526115602,150.02375600430508,183.32982114622786,-102.25823964664686,-59.43540675535584,-19.356729487655457,-102.25823964664686,-59.43540675535584,-19.356729487655457,204.82952061151897,209.45916275966093,216.23177488543854
36,36.0,13.323695331908906,16.95023436225799,20.488602572212372,7.492807956070371,7.492807956070371,8.497018908879095,72.09057541852098,101.99631423839216,125.70347798008106,14.273131595011774,15.920031394436208,17.566931193860643,14.273131595011774,15.920031394436208,17.566931193860643,3.0,6.0,9.0,95.90707870650026,132.43935655672053,163.68909946117253,110.18021030151203,148.35938795115675,181.2560306550332,110.18021030151203,148.35938795115675,181.2560306550332,-96.74126725697306,-53.807954540308174,-14.086243141827794,-96.74126725697306,-53.807954540308174,-14.086243141827794,197.41320742444475,202.16734249146492,208.99241118606886
37,37.0,12.898595486964206,16.820486019841677,20.47070393892393,7.23487401667577,7.23487401667577,8.169934799645393,70.89386333161512,95.7572939455053,121.58905106766764,14.273131595011774,15.920031394436208,17.566931193860643,14.273131595011774,15.920031394436208,17.566931193860643,3.0,6.0,9.0,94.0273328352551,125.81265398202274,159.22968980623696,108.30046443026687,141.73268537645896,176.79662100009762,108.30046443026687,141.73268537645896,176.79662100009762,-94.99356329241131,-56.79766293406715,-14.983106882311915,-94.99356329241131,-56.79766293406715,-14.983106882311915,193.76666889837404,198.5303483105261,205.28096873864268
38,38.0,12.701849688403614,16.656488265447546,20.414381043930884,6.765578527343552,6.765578527343552,7.707979994307435,68.04232374150035,94.30172349374324,119.91765326294448,14.273131595011774,15.920031394436208,17.566931193860643,14.273131595011774,15.920031394436208,17.566931193860643,3.0,6.0,9.0,90.50975195724752,123.72379028653434,157.0400143011828,104.78288355225929,139.64382168097055,174.60694549504345,104.78288355225929,139.64382168097055,174.60694549504345,-96.45864419189239,-56.72702442663112,-14.889060502229427,-96.45864419189239,-56.72702442663112,-14.889060502229427,191.50016447105165,196.37084610760166,203.24568621793046
39,39.0,12.067909233862306,16.112176969677808,20.15644470549331,5.572229566725974,5.572229566725974,6.514631033689858,67.90428991222666,93.0579875149662,116.08721213461772,14.273131595011774,15.920031394436208,17.566931193860643,14.273131595011774,15.920031394436208,17.566931193860643,3.0,6.0,9.0,88.54442871281493,120.74239405136998,151.7582878738009,102.81756030782671,136.6624254458062,169.32521906766155,102.81756030782671,136.6624254458062,169.32521906766155,-92.6677058531499,-53.837368005230815,-14.357933117610315,-92.6677058531499,-53.837368005230815,-14.357933117610315,185.51432074109744,190.49979345103702,197.31643471680218
40,40.0,11.865820557624374,15.87184107878068,19.87786159993698,5.324913055750542,5.324913055750542,6.224175406398352,66.23231474363209,88.48391794168222,113.42301413466863,14.273131595011774,15.920031394436208,17.566931193860643,14.273131595011774,15.920031394436208,17.566931193860643,3.0,6.0,9.0,86.423048357007,115.68067207621344,148.52505114100396,100.69617995201878,131.60070347064965,166.0919823348646,100.69617995201878,131.60070347064965,166.0919823348646,-87.30399785022243,-51.46464674148413,-10.178881170400814,-87.30399785022243,-51.46464674148413,-10.178881170400814,178.13052262202635,183.06535021213378,189.85983691900213
41,41.0,11.865820557624374,15.87184107878068,19.87786159993698,4.761750640044526,4.761750640044526,5.560211869921335,55.26598014691683,80.12150941843635,105.0991275850398,14.139923258044826,15.771452864742304,17.402982471439785,14.139923258044826,15.771452864742304,17.402982471439785,3.0,6.0,9.0,74.89355134458573,106.75510113726155,139.5372010548981,89.03347460263056,122.52655400200385,156.94018352633788,89.03347460263056,122.52655400200385,156.94018352633788,-95.48580671662931,-57.04999834685651,-15.862874012835704,-95.48580671662931,-57.04999834685651,-15.862874012835704,174.63382337846085,179.57655234886036,186.35004715854714
42,42.0,11.76991142089909,15.787179043975769,19.80444666705245,4.761750640044526,4.761750640044526,5.613811315934103,55.26598014691683,78.7522019834408,101.6149834668046,14.139923258044826,15.771452864742304,17.402982471439785,14.139923258044826,15.771452864742304,17.402982471439785,3.0,6.0,9.0,74.79764220786045,105.30113166746109,136.03324144979115,88.93756546590528,121.0725845322034,153.43622392123092,88.93756546590528,121.0725845322034,153.43622392123092,-94.2052257565364,-57.15971227244947,-18.132598384785013,-94.2052257565364,-57.15971227244947,-18.132598384785013,173.32180238686405,178.23229680465286,184.8957713032898
43,43.0,11.65616311968945,15.638447343476884,19.620731567264315,4.651705336734135,4.651705336734135,5.7582188341000204,55.26598014691683,78.43666790326301,101.54371604613712,14.139923258044826,15.771452864742304,17.402982471439785,14.139923258044826,15.771452864742304,17.402982471439785,3.0,6.0,9.0,74.57384860334042,104.72682058347404,135.92266644750146,88.71377186138525,120.49827344821634,153.32564891894123,88.71377186138525,120.49827344821634,153.32564891894123,-92.90211145129211,-56.29906001941947,-16.97705052073468,-92.90211145129211,-56.29906001941947,-16.97705052073468,171.97878362259425,176.7973334676358,183.2919674955957
44,44.0,11.65616311968945,15.638447343476884,19.620731567264315,4.5857978892829045,4.5857978892829045,5.9016300786714035,55.26598014691683,78.43666790326301,101.54371604613712,14.139923258044826,15.771452864742304,17.402982471439785,14.139923258044826,15.771452864742304,17.402982471439785,3.0,6.0,9.0,74.50794115588918,104.6609131360228,136.06607769207284,88.64786441393402,120.4323660007651,153.4690601635126,88.64786441393402,120.4323660007651,153.4690601635126,-91.3808171161564,-54.74693487175357,-15.159769316777613,-91.3808171161564,-54.74693487175357,-15.159769316777613,170.32992021494692,175.17930087251867,181.7297722647471
45,45.0,11.76991142089909,15.787179043975769,19.80444666705245,4.4828563482006984,4.4828563482006984,5.901698960845501,55.26598014691683,78.43666790326301,101.54371604613712,14.074736199529085,15.698744222551671,17.322752245574257,14.074736199529085,15.698744222551671,17.322752245574257,3.0,6.0,9.0,74.51874791601662,104.70670329543948,136.24986167403506,88.5934841155457,120.40544751799115,153.57261391960932,88.5934841155457,120.40544751799115,153.57261391960932,-86.58727922309764,-49.92956844458905,-10.218793139696714,-86.58727922309764,-49.92956844458905,-10.218793139696714,165.48926858651706,170.3350159625802,176.87862486585436
46,46.0,11.865820557624374,15.87184107878068,19.87786159993698,3.838824811821225,3.838824811821225,5.60929743157256,61.41792202178656,78.7522019834408,101.54371604613712,14.074736199529085,15.698744222551671,17.322752245574257,14.074736199529085,15.698744222551671,17.322752245574257,3.0,6.0,9.0,80.12256739123217,104.4628678740427,136.03087507764667,94.19730359076125,120.16161209659437,153.35362732322093,94.19730359076125,120.16161209659437,153.35362732322093,-78.96209823089644,-48.270887392045225,-8.573428737758974,-78.96209823089644,-48.270887392045225,-8.573428737758974,163.7055971556215,168.4324994886396,174.93794291629928
47,47.0,12.210071328591653,16.261149178122373,20.312227027653098,2.4630935801803915,2.4630935801803915,4.6108223090317715,61.41792202178656,80.05421257211498,99.20336589989196,14.074736199529085,15.698744222551671,17.322752245574257,14.074736199529085,15.698744222551671,17.322752245574257,3.0,6.0,9.0,79.0910869305586,104.77845533041774,133.12641523657683,93.16582313008769,120.47719955296941,150.4491674821511,93.16582313008769,120.47719955296941,150.4491674821511,-61.40130450435956,-29.10449389352155,7.214618220770177,-61.40130450435956,-29.10449389352155,7.214618220770177,144.59625925853467,149.58169344649096,155.928837631601
48,48.0,14.17825799850488,18.17867388499433,22.179089771483767,2.4630935801803915,2.4630935801803915,5.256830616295248,61.41792202178656,79.85652260376222,99.20336589989196,14.074736199529085,15.698744222551671,17.322752245574257,14.074736199529085,15.698744222551671,17.322752245574257,3.0,6.0,9.0,81.05927360047184,106.49829006893694,135.63928628767098,95.13400980000092,122.1970342914886,152.96203853324525,95.13400980000092,122.1970342914886,152.96203853324525,-48.906814194096185,-16.445959136993125,20.627796327120024,-48.906814194096185,-16.445959136993125,20.627796327120024,133.24516286286635,138.64299342848173,144.95174465083824
49,49.0,14.881007097757449,18.963402537926488,22.908744318685393,2.4630935801803915,2.815573154066683,5.870636797460634,61.41792202178656,80.05421257211498,104.96026243272,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,81.7620226997244,107.83318826410814,142.739643548866,95.20756207357981,122.83013602725457,159.28799970130345,95.20756207357981,122.83013602725457,159.28799970130345,-34.579796809524126,-2.496453565154397,40.96763872161972,-34.579796809524126,-2.496453565154397,40.96763872161972,120.865820301714,125.32658959240896,132.3328182051342
50,50.0,15.358488444874048,19.13361638177972,23.04579797809553,2.6498937781078933,3.0101030174252554,6.090415200995025,61.41792202178656,80.05421257211498,104.96026243272,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,82.4263042447685,108.19793197131995,143.09647561181055,95.87184361862391,123.19487973446637,159.64483176424798,95.87184361862391,123.19487973446637,159.64483176424798,-34.562361782609955,-2.898084161838568,40.36046905164292,-34.562361782609955,-2.898084161838568,40.36046905164292,121.751722391376,126.09296389630494,132.90156508000481
51,51.0,15.464441342172028,19.46519857701177,23.452819106905476,2.6498937781078933,3.0370393038951415,6.13781305115216,61.41792202178656,80.05421257211498,104.96026243272,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,82.53225714206648,108.55645045302188,143.55089459077763,95.9777965159219,123.5533982161683,160.09925074321507,95.9777965159219,123.5533982161683,160.09925074321507,-34.62752487875137,-2.622106638420391,40.615938004431314,-34.62752487875137,-2.622106638420391,40.615938004431314,121.74568831450412,126.1755048545887,132.86769697039364
52,52.0,15.464441342172028,19.563963515396416,23.46595581185152,2.8953657172011176,3.3277812003041918,6.476650658898507,60.601704717081006,80.05421257211498,104.96026243272,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,81.96151177645416,108.94595728781559,143.90286890347002,95.40705115030957,123.94290505096201,160.45122505590746,95.40705115030957,123.94290505096201,160.45122505590746,-27.69047339036814,5.332642048531952,48.40484096393749,-27.69047339036814,5.332642048531952,48.40484096393749,114.12300146418241,118.61026300243006,125.17414191289015
53,53.0,15.464441342172028,19.563963515396416,23.639836356255707,2.8953657172011176,3.3277812003041918,6.476650658898507,59.92504581999116,80.05421257211498,104.96026243272,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,81.28485287936431,108.94595728781559,144.07674944787422,94.73039225321972,123.94290505096201,160.62510560031166,94.73039225321972,123.94290505096201,160.62510560031166,-23.97947943769661,9.82286738414443,53.07896123411989,-23.97947943769661,9.82286738414443,53.07896123411989,109.53020364271883,114.12003766681758,120.69393096744339
54,54.0,15.464441342172028,19.563963515396416,23.639836356255707,3.1704796707384952,3.5989739493158326,6.9041866823398585,59.434497673830535,79.85652260376222,99.20336589989196,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,81.06941868674106,109.01946006847447,138.74738893848752,94.51495806059647,124.0164078316209,155.29574509092495,94.51495806059647,124.0164078316209,155.29574509092495,-25.520154604104405,9.232555573343447,46.94050953484768,-25.520154604104405,9.232555573343447,46.94050953484768,109.53259185185402,114.78385225827745,121.21246896047762
55,55.0,15.464441342172028,19.563963515396416,23.639836356255707,3.175247919938951,3.62328623025224,7.005419295637126,53.737978206074374,71.31090857066526,96.46453113791476,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,75.37766746818535,100.49815831631392,136.1097867898076,88.82320684204076,115.49510607946034,152.65814294224504,88.82320684204076,115.49510607946034,152.65814294224504,-43.23823344362506,-11.234355287678412,32.57820744893172,-43.23823344362506,-11.234355287678412,32.57820744893172,121.39748244861168,126.72946136713875,133.3789872409642
56,56.0,15.4175050847323,19.563963515396416,23.666966631649828,3.485612443590217,4.122330576226098,7.733183493056607,52.07913613367256,68.7901352709263,94.3968276156269,13.445539373855413,14.996947763146421,16.548356152437428,13.445539373855413,14.996947763146421,16.548356152437428,3.0,6.0,9.0,73.98225366199509,98.47642936254881,134.79697774033335,87.4277930358505,113.47337712569524,151.34533389277078,87.4277930358505,113.47337712569524,151.34533389277078,-44.32128204812098,-13.504173476669251,30.77516864042181,-44.32128204812098,-13.504173476669251,30.77516864042181,122.2060261207575,126.97755060236449,133.38493595238
57,57.0,15.440843894651126,19.713744509433955,24.00998393413562,4.479084096169681,6.444169243330126,10.141872956206772,42.27398877122569,55.51413365865045,83.31378706077936,9.522978983169095,10.621784250457836,11.720589517746577,9.522978983169095,10.621784250457836,11.720589517746577,3.0,6.0,9.0,65.1939167620465,87.67204741141452,126.46564395112175,74.7168957452156,98.29383166187236,138.18623346886832,74.7168957452156,98.29383166187236,138.18623346886832,-54.915144109028375,-26.896787531492578,19.226195540126696,-54.915144109028375,-26.896787531492578,19.226195540126696,120.7491985324859,125.19061919336494,131.42120045798825
58,58.0,15.440843894651126,19.76825635342427,24.043822656361716,4.220544139953208,6.193358952544724,9.8833329999903,42.27398877122569,55.51413365865045,83.31378706077936,9.522978983169095,10.621784250457836,11.720589517746577,9.522978983169095,10.621784250457836,11.720589517746577,3.0,6.0,9.0,64.93537680583003,87.47574896461944,126.24094271713138,74.45835578899913,98.09753321507728,137.96153223487795,74.45835578899913,98.09753321507728,137.96153223487795,-57.67540612955305,-28.958641712588985,17.61157449058308,-57.67540612955305,-28.958641712588985,17.61157449058308,121.97858793678034,127.05617492766626,133.76239211103766
59,59.0,15.440843894651126,19.85920755990488,24.043984418138425,4.220544139953208,6.193358952544724,9.927797829580062,42.27398877122569,55.51413365865045,83.31378706077936,9.522978983169095,10.621784250457836,11.720589517746577,9.522978983169095,10.621784250457836,11.720589517746577,3.0,6.0,9.0,64.93537680583003,87.56670017110005,126.28556930849786,74.45835578899913,98.18848442155789,138.00615882624444,74.45835578899913,98.18848442155789,138.00615882624444,-52.83157249603168,-23.8371731445625,23.020208836768205,-52.83157249603168,-23.8371731445625,23.020208836768205,116.76138684720996,122.02565756612039,129.06536514276453
60,60.0,15.440843894651126,19.85920755990488,24.185956610948672,4.021803513490503,6.0395037807926855,10.207214601235393,42.27398877122569,55.51413365865045,83.31378706077936,9.522978983169095,10.621784250457836,11.720589517746577,9.522978983169095,10.621784250457836,11.720589517746577,3.0,6.0,9.0,64.73663617936731,87.41284499934801,126.70695827296342,74.2596151625364,98.03462924980585,138.42754779071,74.2596151625364,98.03462924980585,138.42754779071,-46.050791959957564,-17.00083369369483,30.604735476726816,-46.050791959957564,-17.00083369369483,30.604735476726816,109.76051876450738,115.03546294350068,122.24811357301816
61,61.0,15.440843894651126,19.85920755990488,24.27757122515864,3.8501100074461356,5.877077827670268,10.18972732194071,37.44225801949174,55.51413365865045,83.31378706077936,9.381267986395745,10.463721984826023,11.546175983256301,9.381267986395745,10.463721984826023,11.546175983256301,3.0,6.0,9.0,59.733211921589,87.2504190462256,126.78108560787871,69.11447990798474,97.71414103105162,138.327261591135,69.11447990798474,97.71414103105162,138.327261591135,-44.66097530604107,-10.750700204084538,36.85601977454819,-44.66097530604107,-10.750700204084538,36.85601977454819,103.15422725624651,108.46484123513616,115.45844065368551
62,62.0,18.300764250336908,22.67129896307795,27.041833675818996,3.4351843183721718,5.005565810932532,8.908898979711067,41.40927556535077,56.47489013274667,90.49701090517814,9.381267986395745,10.463721984826023,11.546175983256301,9.381267986395745,10.463721984826023,11.546175983256301,3.0,6.0,9.0,66.14522413405984,90.15175490675715,135.4477435607082,75.52649212045559,100.61547689158317,146.9939195439645,75.52649212045559,100.61547689158317,146.9939195439645,-40.44364384471429,-9.641711634154376,44.32127544888846,-40.44364384471429,-9.641711634154376,44.32127544888846,104.54424108630522,110.25718852573755,117.84173295639906
63,63.0,18.850737310452097,23.134096422166003,27.417455533879917,3.2527525730544866,4.477280056097028,8.591321075422508,41.40927556535077,56.47489013274667,90.49701090517814,9.381267986395745,10.463721984826023,11.546175983256301,9.381267986395745,10.463721984826023,11.546175983256301,3.0,6.0,9.0,66.51276544885735,90.0862666110097,135.50578751448057,75.89403343525309,100.54998859583573,147.05196349773686,75.89403343525309,100.54998859583573,147.05196349773686,-41.27576127196963,-10.647504670707136,43.75067545031271,-41.27576127196963,-10.647504670707136,43.75067545031271,105.225191825863,111.19749326654286,119.09369848566158
64,64.0,18.88120767566291,23.28523074740413,27.68925381914535,3.2527525730544866,4.408722569581182,7.974501490249636,42.27398877122569,59.113078317585064,90.49701090517814,9.381267986395745,10.463721984826023,11.546175983256301,9.381267986395745,10.463721984826023,11.546175983256301,3.0,6.0,9.0,67.40794901994309,92.80703163457038,135.16076621457313,76.78921700633883,103.2707536193964,146.70694219782942,76.78921700633883,103.2707536193964,146.70694219782942,-34.61404751897187,-2.11293484335431,49.302331265353814,-34.61404751897187,-2.11293484335431,49.302331265353814,99.36411240019072,105.38368846275071,113.36276599302582
