Age (Ma),time,ridge_outflux_min,ridge_outflux_mean,ridge_outflux_max,subduction_outflux_min,subduction_outflux_mean,subduction_outflux_max,carbonate_platform_outflux_min,carbonate_platform_outflux_mean,carbonate_platform_outflux_max,rift_outflux_non_biased_min,rift_outflux_non_biased_mean,rift_outflux_non_biased_max,rift_outflux_biased_min,rift_outflux_biased_mean,rift_outflux_biased_max,intraplate_volcanism_outflux_min,intraplate_volcanism_outflux_mean,intraplate_volcanism_outflux_max,gross_atmospheric_outflux_no_rift_min,gross_atmospheric_outflux_no_rift_mean,gross_atmospheric_outflux_no_rift_max,gross_atmospheric_outflux_unbiased_rift_min,gross_atmospheric_outflux_unbiased_rift_mean,gross_atmospheric_outflux_unbiased_rift_max,gross_atmospheric_outflux_biased_rift_min,gross_atmospheric_outflux_biased_rift_mean,gross_atmospheric_outflux_biased_rift_max,net_atmospheric_influx_unbiased_and_sed_min,net_atmospheric_influx_unbiased_and_sed_mean,net_atmospheric_influx_unbiased_and_sed_max,net_atmospheric_influx_biased_and_sed_min,net_atmospheric_influx_biased_and_sed_mean,net_atmospheric_influx_biased_and_sed_max,gross_upper_plate_influx_with_sed_min,gross_upper_plate_influx_with_sed_mean,gross_upper_plate_influx_with_sed_max
121,121.0,25.80434239103692,30.412040802070475,35.01973921310403,0.0,0.0,0.0,20.47330278729897,35.38479316959439,49.02468985720624,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,49.27764517833589,71.79683397166487,93.04442907031027,67.66039567977481,92.30067106942366,115.66935276438893,67.66039567977481,92.30067106942366,115.66935276438893,-70.20927297142055,-37.07299843487479,-2.433673887825634,-70.20927297142055,-37.07299843487479,-2.433673887825634,120.87767035740154,129.37366950429845,140.64431235638233
122,122.0,25.808483439989224,30.580194167183077,35.245722423085674,0.0,0.0,0.0,20.73101994159255,36.60950764762623,49.56372983425963,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,49.539503381581774,73.18970181480931,93.8094522573453,67.92225388302069,93.6935389125681,116.43437595142396,67.92225388302069,93.6935389125681,116.43437595142396,-65.91420642248988,-31.618941886508082,2.307166277511101,-65.91420642248988,-31.618941886508082,2.307166277511101,116.7885012926418,125.31248079907618,136.4977519242395
123,123.0,25.914665911280483,30.778180074147453,35.43790914839102,0.0,0.0,0.0,21.543772118734864,37.12745293959841,49.56372983425963,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,50.458438030015344,73.90563301374587,94.00163898265066,68.84118853145426,94.40947011150466,116.62656267672932,68.84118853145426,94.40947011150466,116.62656267672932,-64.12203126254646,-29.843774959395887,3.7999908927895945,-64.12203126254646,-29.843774959395887,3.7999908927895945,115.54327034780037,124.25324507090055,135.67991835786137
124,124.0,25.914665911280483,30.778180074147453,35.43790914839102,0.0,0.0,0.0,23.219992967508723,37.18471793229857,50.22738373959987,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,52.13465887878921,73.96289800644603,94.66529288799089,70.51740938022812,94.46673510420482,117.29021658206955,70.51740938022812,94.46673510420482,117.29021658206955,-60.75293437652968,-28.055094862218397,6.188876819202761,-60.75293437652968,-28.055094862218397,6.188876819202761,113.77331617608863,122.52182996642321,133.94232016997964
125,125.0,25.914665911280483,30.778180074147453,35.43790914839102,0.0,0.0,0.0,26.380576851323497,37.64246138446008,50.70368484667007,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,55.295242762603976,74.42064145860753,95.1415939950611,73.6779932640429,94.92447855636632,117.76651768913976,73.6779932640429,94.92447855636632,117.76651768913976,-57.05655953203805,-27.051226477219984,7.278489084265885,-57.05655953203805,-27.051226477219984,7.278489084265885,113.21685727109167,121.97570503358631,133.46338146229874
126,126.0,25.914665911280483,30.778180074147453,35.43790914839102,0.0,0.0,0.0,26.380576851323497,37.64246138446008,54.18832975108264,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,55.295242762603976,74.42064145860753,98.62623889947366,73.6779932640429,94.92447855636632,121.25116259355232,73.6779932640429,94.92447855636632,121.25116259355232,-46.838210501561946,-16.862909852809054,20.93296937575903,-46.838210501561946,-16.862909852809054,20.93296937575903,103.05857305274591,111.78738840917538,123.25658360055746
127,127.0,25.914665911280483,30.63149556054461,35.36749549168339,0.0,0.0,0.0,26.80197114034835,37.992948276425174,55.48698213956294,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,55.71663705162884,74.62444383696979,99.85447763124634,74.09938755306774,95.12828093472858,122.479401325325,74.09938755306774,95.12828093472858,122.479401325325,-45.17908789259374,-15.421379154503441,23.39893642747505,-45.17908789259374,-15.421379154503441,23.39893642747505,101.82084473280256,110.54966008923202,122.01885528061409
128,128.0,25.89549562940583,30.63149556054461,35.36749549168339,0.0,0.0,0.0,26.80197114034835,37.64246138446008,54.18832975108264,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,55.69746676975418,74.27395694500468,98.55582524276603,74.08021727119309,94.77779404276347,121.1807489368447,74.08021727119309,94.77779404276347,121.1807489368447,-43.682756585257366,-14.177195245826695,23.826721660033684,-43.682756585257366,-14.177195245826695,23.826721660033684,100.14700472072988,108.95498928859017,120.55595130036933
129,129.0,25.80434239103692,30.412040802070475,35.01973921310403,0.0,0.0,0.0,27.568857773956335,37.992948276425174,55.48698213956294,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,56.37320016499325,74.40498907849565,99.50672135266697,74.75595066643217,94.90882617625444,122.13164504674563,74.75595066643217,94.90882617625444,122.13164504674563,-42.56706143063877,-13.64437792865398,25.00844597586834,-42.56706143063877,-13.64437792865398,25.00844597586834,99.78339611274589,108.55320410490842,119.98320913893954
130,130.0,24.991578007511144,30.22754563762404,35.01973921310403,0.0,0.0,0.0,28.2196164499061,39.00751222186176,55.48707069738269,18.49385192290922,20.62775791401413,22.761663905119036,18.49385192290922,20.62775791401413,22.761663905119036,3.0,6.0,9.0,56.21119445741724,75.2350578594858,99.50680991048672,74.70504638032646,95.86281577349993,122.26847381560576,74.70504638032646,95.86281577349993,122.26847381560576,-42.35224942823508,-12.507300131702607,25.4987753828854,-42.35224942823508,-12.507300131702607,25.4987753828854,99.68293600184353,108.37011590520254,119.97053337768472
131,131.0,24.991578007511144,30.22754563762404,35.36749549168339,0.0,0.0,0.0,28.2196164499061,39.00751222186176,55.48707069738269,18.49385192290922,20.62775791401413,22.761663905119036,18.49385192290922,20.62775791401413,22.761663905119036,3.0,6.0,9.0,56.21119445741724,75.2350578594858,99.85456618906608,74.70504638032646,95.86281577349993,122.61623009418511,74.70504638032646,95.86281577349993,122.61623009418511,-41.51095390693219,-11.862663778844848,26.24608316163716,-41.51095390693219,-11.862663778844848,26.24608316163716,99.23495881743091,107.72547955234478,119.0808121721416
132,132.0,24.991578007511144,30.22754563762404,35.36749549168339,0.0,0.0,0.0,27.568857773956335,37.992948276425174,55.48707069738269,18.49385192290922,20.62775791401413,22.761663905119036,18.49385192290922,20.62775791401413,22.761663905119036,3.0,6.0,9.0,55.560435781467476,74.22049391404921,99.85456618906608,74.05428770437669,94.84825182806334,122.61623009418511,74.05428770437669,94.84825182806334,122.61623009418511,-44.45127935596733,-15.166794497366823,24.023372919192497,-44.45127935596733,-15.166794497366823,24.023372919192497,101.5245255905163,110.01504632543016,121.43723547586771
133,133.0,24.991578007511144,30.22754563762404,35.36749549168339,0.0,0.0,0.0,27.568857773956335,37.992948276425174,55.48707069738269,18.49385192290922,20.62775791401413,22.761663905119036,18.49385192290922,20.62775791401413,22.761663905119036,3.0,6.0,9.0,55.560435781467476,74.22049391404921,99.85456618906608,74.05428770437669,94.84825182806334,122.61623009418511,74.05428770437669,94.84825182806334,122.61623009418511,-49.0704290624586,-19.798053711801472,19.401100181231186,-49.0704290624586,-19.798053711801472,19.401100181231186,106.16789431289433,114.64630553986481,126.0774811667757
134,134.0,24.915982523955552,29.650225508454856,34.30887300939856,0.0,0.0,0.0,27.568857773956335,37.992948276425174,55.48707069738269,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,55.48484029791189,73.64317378488003,98.79594370678126,74.71558940404253,95.0928554801796,122.46455799124973,74.71558940404253,95.0928554801796,122.46455799124973,-56.96380192851157,-27.987631355282076,10.784018124206938,-56.96380192851157,-27.987631355282076,10.784018124206938,114.48158233836924,123.08048683546167,134.48043380388054
135,135.0,24.299136366252625,29.22508693523084,34.15103750420906,0.0,0.0,0.0,27.568857773956335,37.992948276425174,55.9228923076989,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,54.867994140208964,73.21803521165602,99.07392981190796,74.09874324633961,94.66771690695558,122.74254409637643,74.09874324633961,94.66771690695558,122.74254409637643,-55.768432525240826,-26.711603792264754,12.653826957037381,-55.768432525240826,-26.711603792264754,12.653826957037381,112.89146562686022,121.37932069922033,132.6699242591016
136,136.0,24.299136366252625,29.22508693523084,34.15103750420906,0.0,0.0,0.0,28.973764723166624,40.12307834340366,58.833586953344486,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,56.27290108941925,75.3481652786345,101.98462445755354,75.50365019554988,96.79784697393406,125.65323874202201,75.50365019554988,96.79784697393406,125.65323874202201,-50.725737757179985,-21.44016790290489,18.080241478880424,-50.725737757179985,-21.44016790290489,18.080241478880424,110.24664180094803,118.23801487683895,128.9030324905363
137,137.0,23.67819054215333,28.741241706443475,33.83751366689898,0.0,0.0,0.0,28.973764723166624,40.12307834340366,58.833586953344486,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,55.651955265319955,74.86432004984714,101.67110062024346,74.88270437145059,96.3140017451467,125.33971490471194,74.88270437145059,96.3140017451467,125.33971490471194,-49.82648785011102,-20.539643826053805,18.94989768014358,-49.82648785011102,-20.539643826053805,18.94989768014358,108.9980989208394,116.8536455712005,127.31747391783264
138,138.0,23.609458366820412,28.723486016859702,33.83751366689898,0.0,0.0,0.0,28.973764723166624,40.12307834340366,58.833586953344486,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,55.58322308998704,74.84656436026336,101.67110062024346,74.81397219611767,96.29624605556292,125.33971490471194,74.81397219611767,96.29624605556292,125.33971490471194,-48.621185021838045,-19.283402267048714,20.219554000628676,-48.621185021838045,-19.283402267048714,20.219554000628676,107.72413942726754,115.57964832261163,126.03913574114
139,139.0,20.76557292337283,26.17589774944441,31.58622257551598,0.0,0.0,0.0,26.952238840467324,35.295190958052466,51.43883501548139,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,50.71781176384015,67.47108870749688,92.02505759099736,69.94856086997079,88.92077040279644,115.69367187546584,69.94856086997079,88.92077040279644,115.69367187546584,-46.880892616604484,-20.678378348232755,15.801204951805659,-46.880892616604484,-20.678378348232755,15.801204951805659,102.3688440154831,109.59914875102919,119.3058305783982
140,140.0,20.633516412704335,25.88608508068082,31.338887277551663,0.0,0.0,0.0,25.368320431920186,35.295190958052466,51.43883501548139,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,49.00183684462452,67.18127603873329,91.77772229303305,68.23258595075515,88.63095773403285,115.44633657750153,68.23258595075515,88.63095773403285,115.44633657750153,-44.36471980764749,-16.70628908200956,19.8875635385199,-44.36471980764749,-16.70628908200956,19.8875635385199,98.07718787368218,105.33724681604241,115.11572059310319
141,141.0,20.58257391551901,25.86899948379065,31.15542505206229,0.0,0.0,0.0,25.368320431920186,35.295190958052466,51.43883501548139,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,48.950894347439196,67.16419044184312,91.59426006754367,68.18164345356983,88.61387213714268,115.26287435201215,68.18164345356983,88.61387213714268,115.26287435201215,-32.581747625291015,-5.023466814661376,31.11092176515473,-32.581747625291015,-5.023466814661376,31.11092176515473,86.51128682474726,93.63733895180405,103.12272531675069
142,142.0,20.57752955861114,25.69460441945507,31.098809625562865,0.0,0.0,0.0,25.491104899249564,35.295190958052466,51.43883501548139,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,49.0686344578607,66.98979537750753,91.53764464104425,68.29938356399134,88.4394770728071,115.20625892551273,68.29938356399134,88.4394770728071,115.20625892551273,-30.192292802761898,-2.8273196953377493,33.484140540078826,-30.192292802761898,-2.8273196953377493,33.484140540078826,84.04191716953645,91.26679676814484,100.81147515085578
143,143.0,20.55893417828478,25.195248304787476,29.75698019687061,0.0,0.0,0.0,22.322323672137443,33.90601927265067,50.406550124907795,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,45.88125785042222,65.10126757743814,89.16353032177841,65.11200695655286,86.5509492727377,112.83214460624689,65.11200695655286,86.5509492727377,112.83214460624689,-31.792761456688496,-3.1114462960044165,32.863824139326,-31.792761456688496,-3.1114462960044165,32.863824139326,82.42002272424287,89.66239556874211,99.35647067056334
144,144.0,20.43328288380997,25.135503518038412,29.693477477465695,0.0,0.0,0.0,22.263594299358964,33.70628713934712,50.406550124907795,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,45.69687718316894,64.84179065738553,89.10002760237349,64.92762628929958,86.29147235268509,112.76864188684196,64.92762628929958,86.29147235268509,112.76864188684196,-21.14960412426521,7.539232544075659,43.69659611308916,-21.14960412426521,7.539232544075659,43.69659611308916,71.42724920365407,78.75223980860943,88.43243384346606
145,145.0,20.374117099614708,25.106308977998975,29.653683777713173,0.0,0.0,0.0,20.476705808615936,33.549244935589705,50.281370853703194,19.230749106130638,21.449681695299557,23.668614284468475,19.230749106130638,21.449681695299557,23.668614284468475,3.0,6.0,9.0,43.85082290823064,64.65555391358868,88.93505463141636,63.08157201436128,86.10523560888824,112.60366891588484,63.08157201436128,86.10523560888824,112.60366891588484,-10.63163670583176,19.72203687414138,55.89440897281662,-10.63163670583176,19.72203687414138,55.89440897281662,59.05318874930067,66.38319873474686,76.05713752642549
146,146.0,20.320299853571676,24.758569595986017,29.19683933840037,0.0,0.0,0.0,20.476705808615936,33.549244935589705,49.86960522102308,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,43.797005662187615,64.30781453157573,88.06644455942345,59.78540716214401,82.14103158921941,107.7444771747544,59.78540716214401,82.14103158921941,107.7444771747544,-12.158310716930856,17.493741378266407,52.77693063497952,-12.158310716930856,17.493741378266407,52.77693063497952,57.35086254283114,64.647290210953,74.32703388213113
147,147.0,20.320299853571676,24.60833771869222,28.84255833776972,0.0,0.0,0.0,22.263594299358964,33.70628713934712,49.86960522102308,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,45.58389415293064,64.31462485803934,87.7121635587928,61.572295652887036,82.14784191568302,107.39019617412374,61.572295652887036,82.14784191568302,107.39019617412374,-7.507458359497832,20.264404666791243,55.072409211756025,-7.507458359497832,20.264404666791243,55.072409211756025,54.68712048539868,61.883437248891774,71.44908753541583
148,148.0,19.758162328363618,24.29327046788131,28.828378607399017,0.0,0.0,0.0,22.322323672137443,33.90601927265067,49.86960522102308,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,45.08048600050106,64.19928974053198,87.6979838284221,61.06888750045746,82.03250679817566,107.37601644375304,61.06888750045746,82.03250679817566,107.37601644375304,-6.814111903992014,21.273616566506362,56.39880484818124,-6.814111903992014,21.273616566506362,56.39880484818124,53.634781058889125,60.7588902316693,70.5405688677668
149,149.0,19.005323581466655,23.284968635921647,27.564613690376643,0.0,0.0,0.0,22.643829118291514,37.8886432410199,50.281370853703194,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,44.64915269975817,67.17361187694155,86.84598454407984,60.637554199714565,85.00682893458523,106.52401715941079,60.637554199714565,85.00682893458523,106.52401715941079,-4.224180927233498,26.940179853584993,57.673370538065626,-4.224180927233498,26.940179853584993,57.673370538065626,51.27156303505241,58.066649081000236,67.28265154065531
150,150.0,18.948231407552907,23.04719778443088,27.268001208972848,0.0,0.0,0.0,25.19217573111361,35.87286523463342,49.86960522102308,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,47.14040713866652,64.9200630190643,86.13760642999593,63.128808638622914,82.75328007670797,105.81563904532688,63.128808638622914,82.75328007670797,105.81563904532688,-1.3564589741406081,25.114168366907606,57.18580166648195,-1.3564589741406081,25.114168366907606,57.18580166648195,50.7929558068372,57.63911170980036,66.6483860407558
151,151.0,18.826394359888923,22.863985648684984,26.840948624398063,0.0,0.0,0.0,25.19217573111361,35.87286523463342,49.54109898716288,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,47.01857009100253,64.73685088331841,85.38204761156095,63.006971590958926,82.57006794096208,105.0600802268919,63.006971590958926,82.57006794096208,105.0600802268919,0.27407549035508794,26.531510095279742,57.89750684894645,0.27407549035508794,26.531510095279742,57.89750684894645,49.34421959076083,56.038557845682334,64.91454231341922
152,152.0,18.732770444769905,22.786859534583986,26.77973988981706,0.0,0.0,0.0,25.19217573111361,35.87286523463342,49.54109898716288,15.988401499956398,17.833217057643672,19.67803261533095,15.988401499956398,17.833217057643672,19.67803261533095,3.0,6.0,9.0,46.92494617588352,64.6597247692174,85.32083887697993,62.913347675839915,82.49294182686108,104.99887149231088,62.913347675839915,82.49294182686108,104.99887149231088,2.737069931176933,28.861998624097367,60.17635654860655,2.737069931176933,28.861998624097367,60.17635654860655,47.08560866086445,53.63094320276372,62.4393714618231
153,153.0,18.597743669982645,22.62559745366226,26.712594683736523,0.0,0.0,0.0,27.210636810793986,36.512452288487125,49.54109898716288,15.619952908345688,17.42225516700096,19.22455742565623,15.619952908345688,17.42225516700096,19.22455742565623,3.0,6.0,9.0,48.808380480776634,65.13804974214938,85.25369367089941,64.42833338912232,82.56030490915033,104.47825109655564,64.42833338912232,82.56030490915033,104.47825109655564,6.391758589632033,30.93313240584699,61.497753367935836,6.391758589632033,30.93313240584699,61.497753367935836,45.2177702071164,51.62717250330334,60.27384727798688
154,154.0,18.393160117956057,22.552877400846292,26.653451237341876,0.0,0.0,0.0,27.509230193238473,36.512452288487125,47.6759149875881,14.93974012383361,16.663556291968256,18.387372460102902,14.93974012383361,16.663556291968256,18.387372460102902,3.0,6.0,9.0,48.90239031119453,65.06532968933342,83.32936622492997,63.84213043502814,81.72888598130169,101.71673868503288,63.84213043502814,81.72888598130169,101.71673868503288,6.355430997166067,30.553878128835926,59.03464527973548,6.355430997166067,30.553878128835926,59.03464527973548,44.86331626706945,51.17500785246576,59.66792229963412
155,155.0,14.430546993372982,17.41960063888882,20.40865428440464,0.0,0.0,0.6934661522005617,27.509230193238473,36.512452288487125,44.2744727706736,14.93974012383361,16.663556291968256,18.387372460102902,14.93974012383361,16.663556291968256,18.387372460102902,3.0,6.0,9.0,44.93977718661145,59.93205292737595,74.3765932072788,59.87951731044506,76.5956092193442,92.76396566738171,59.87951731044506,76.5956092193442,92.76396566738171,10.72107541467242,32.565762546753604,55.799371270582434,10.72107541467242,32.565762546753604,55.799371270582434,38.90125144940855,44.029846672590594,51.09509894838191
156,156.0,14.350648672961936,17.34251315941222,20.334377645862503,0.0,0.0,0.7071959190893131,27.509230193238473,35.87286523463342,43.4574082460942,14.93974012383361,16.663556291968256,18.387372460102902,14.93974012383361,16.663556291968256,18.387372460102902,3.0,6.0,9.0,44.85987886620041,59.21537839404564,73.49898181104601,59.79961899003402,75.8789346860139,91.88635427114892,59.79961899003402,75.8789346860139,91.88635427114892,10.732986253936218,31.892749945726713,54.9064538133108,10.732986253936218,31.892749945726713,54.9064538133108,38.905736744476584,43.98618474028719,50.992469022736266
157,157.0,14.312138958470264,17.307131961081883,20.3021249636935,0.0,0.0,0.6982846446036585,27.778577743404043,35.87286523463342,43.4574082460942,14.93974012383361,16.663556291968256,18.387372460102902,14.93974012383361,16.663556291968256,18.387372460102902,3.0,6.0,9.0,45.09071670187431,59.1799971957153,73.45781785439135,60.030456825707915,75.84355348768355,91.84519031449426,60.030456825707915,75.84355348768355,91.84519031449426,10.994440717976829,31.881313114642893,54.877273646235295,10.994440717976829,31.881313114642893,54.877273646235295,38.88846463835023,43.96224037304066,50.95656407782235
158,158.0,14.272052633885057,17.27054046584622,20.269028297807388,0.0,0.0,0.7150653298470219,27.348960943657996,35.63655676155814,43.19046998187858,14.93974012383361,16.663556291968256,18.387372460102902,14.93974012383361,16.663556291968256,18.387372460102902,3.0,6.0,9.0,44.62101357754305,58.907097227404364,73.17456360953298,59.56075370137666,75.57065351937263,91.56193606963589,59.56075370137666,75.57065351937263,91.56193606963589,10.547436461327614,31.626291243296464,54.59187092369221,10.547436461327614,31.626291243296464,54.59187092369221,38.87540731210328,43.94436227607616,50.91865940620865
159,159.0,13.494886815431036,16.725323452706974,19.97324237026104,0.0,0.0,0.5509199472352194,27.210636810793986,35.40829054018199,42.844941362795055,14.435248975320485,16.100854626319002,17.76646027731752,14.435248975320485,16.100854626319002,17.76646027731752,3.0,6.0,9.0,43.70552362622502,58.13361399288896,72.36910368029132,58.14077260154551,74.23446861920796,90.13556395760884,58.14077260154551,74.23446861920796,90.13556395760884,11.512062738695647,32.34030493677145,54.868586412896995,11.512062738695647,32.34030493677145,54.868586412896995,37.15961750202315,41.894163682436506,48.52134982016117
160,160.0,13.588286052174247,16.797324624299854,20.006363196425465,0.0,0.0,0.5940014590397384,27.210636810793986,34.618748799874986,43.19046998187858,14.435248975320485,16.100854626319002,17.76646027731752,14.435248975320485,16.100854626319002,17.76646027731752,3.0,6.0,9.0,43.79892286296823,57.41607342417484,72.79083463734378,58.23417183828872,73.51692805049385,90.5572949146613,58.23417183828872,73.51692805049385,90.5572949146613,11.076068351800629,31.247199007025316,55.07081556505062,11.076068351800629,31.247199007025316,55.07081556505062,37.38135460044897,42.26972904346853,49.052978737326384
161,161.0,14.205916462984634,17.27054046584622,20.269028297807388,0.0,0.0,0.5352013985474904,27.348960943657996,35.40829054018199,43.4574082460942,14.435248975320485,16.100854626319002,17.76646027731752,14.435248975320485,16.100854626319002,17.76646027731752,3.0,6.0,9.0,44.55487740664263,58.678831006028204,73.26163794244907,58.990126381963115,74.77968563234721,91.02809821976659,58.990126381963115,74.77968563234721,91.02809821976659,11.183665358533808,31.922625061917785,55.06110418535053,11.183665358533808,31.922625061917785,55.06110418535053,37.90766011742954,42.857060570429425,49.74712710644279
162,162.0,14.205916462984634,17.307131961081883,20.3021249636935,0.0,0.0,0.5401181500477092,27.637684333606977,35.556195760050265,43.507077248266526,14.435248975320485,16.100854626319002,17.76646027731752,14.435248975320485,16.100854626319002,17.76646027731752,3.0,6.0,9.0,44.84360079659161,58.86332772113215,73.34932036200775,59.27884977191209,74.96418234745116,91.11578063932527,59.27884977191209,74.96418234745116,91.11578063932527,11.752428609157434,32.33659646795943,55.26801826893066,11.752428609157434,32.33659646795943,55.26801826893066,37.72875059622879,42.627585879491726,49.407409388588846
163,163.0,14.205916462984634,17.34251315941222,20.334377645862503,0.0,0.0,0.5647003168276742,27.637684333606977,35.556195760050265,44.2744727706736,14.435248975320485,16.100854626319002,17.76646027731752,14.435248975320485,16.100854626319002,17.76646027731752,3.0,6.0,9.0,44.84360079659161,58.898708919462486,74.17355073336378,59.27884977191209,74.99956354578148,91.9400110106813,59.27884977191209,74.99956354578148,91.9400110106813,10.829661058233384,31.62971321998843,55.60563572844665,10.829661058233384,31.62971321998843,55.60563572844665,38.2905119379074,43.36985032579305,50.40532536935145
164,164.0,14.205916462984634,17.41960063888882,20.40865428440464,0.0,0.0,0.5647003168276742,27.637684333606977,35.556195760050265,44.62193187518959,14.435248975320485,16.100854626319002,17.76646027731752,14.435248975320485,16.100854626319002,17.76646027731752,3.0,6.0,9.0,44.84360079659161,58.97579639893908,74.5952864764219,59.27884977191209,75.07665102525809,92.36174675373942,59.27884977191209,75.07665102525809,92.36174675373942,10.994973854517397,31.86215747524618,56.17772271150004,10.994973854517397,31.86215747524618,56.17772271150004,38.14511118262912,43.21449355001191,50.24496305778443
165,165.0,14.205916462984634,17.461277753974173,20.716639044963703,0.0,0.0,0.5647003168276742,28.968082496373302,36.95472967411146,46.26681099912405,12.002921426702713,13.387873899014563,14.772826371326415,12.002921426702713,13.387873899014563,14.772826371326415,3.0,6.0,9.0,46.17399895935794,60.416007428085635,76.54815036091543,58.17692038606065,73.8038813271002,91.32097673224185,58.17692038606065,73.8038813271002,91.32097673224185,9.955244352051146,30.650302778409028,55.194992172945085,9.955244352051146,30.650302778409028,55.194992172945085,38.08548106337284,43.15357854869117,50.18117253808558
166,166.0,14.359478136550452,17.614326318821732,20.869174501093003,0.0,0.0,0.5520001069954383,29.230150272775845,37.44904611766637,47.43838249446647,12.002921426702713,13.387873899014563,14.772826371326415,12.002921426702713,13.387873899014563,14.772826371326415,3.0,6.0,9.0,46.589628409326295,61.0633724364881,77.8595571025549,58.59254983602901,74.45124633550266,92.63238347388132,58.59254983602901,74.45124633550266,92.63238347388132,10.790644210314277,31.682071902121933,56.847316712552676,10.790644210314277,31.682071902121933,56.847316712552676,37.73644324104672,42.769174433380726,49.75328210543281
167,167.0,14.399441865416074,17.675136332444126,20.950830799472175,0.0,0.0,0.5352013985474904,29.230150272775845,37.44904611766637,47.43838249446647,12.002921426702713,13.387873899014563,14.772826371326415,12.002921426702713,13.387873899014563,14.772826371326415,3.0,6.0,9.0,46.62959213819192,61.124182450110496,77.92441469248612,58.63251356489463,74.51205634912506,92.69724106381254,58.63251356489463,74.51205634912506,92.69724106381254,11.005021189022358,31.926946146887985,57.09501889722232,11.005021189022358,31.926946146887985,57.09501889722232,37.54272802860188,42.585110202237075,49.56799823788393
168,168.0,15.80533481886583,19.045176821219197,22.285018823572557,0.0,0.0,0.2302741700055953,32.32276213015656,41.46643565505301,52.39035152876446,12.002921426702713,13.387873899014563,14.772826371326415,12.002921426702713,13.387873899014563,14.772826371326415,3.0,6.0,9.0,51.12809694902239,66.5116124762722,83.90564452234261,63.131018375725105,79.89948637528677,98.67847089366903,63.131018375725105,79.89948637528677,98.67847089366903,13.558160179718172,35.65042990808345,61.756360559690656,13.558160179718172,35.65042990808345,61.756360559690656,38.9252547383997,44.24905646720332,51.57600260042826
