Age (Ma),GAST_min,GAST_mean,GAST_max,average_min,average_mean,average_max
390,,,,17.996666666666666,20.990954589333334,27.64640818
391,,,,17.053333333333335,20.881952936666668,27.814824549999997
392,,,,17.006666666666664,20.76534956733333,27.98186727
393,,,,16.863333333333333,20.60297809866667,28.147556360000003
394,,,,16.549999999999997,20.466440322,28.307570910000003
395,,,,15.713333333333333,20.24493848866667,28.442320910000003
396,,,,15.206666666666669,20.134653825333334,28.54910636
397,,,,15.003333333333336,20.048410740666668,28.62794727
398,,,,15.049999999999999,20.024147028,28.78186364
399,,,,16.176666666666666,20.352717203333334,29.03458545
400,,,,17.7831126,21.02891839933333,29.30435273
401,,,,19.09189,22.074233709999998,29.591165450000002
402,,,,19.30822,22.710305994666662,29.891743639999998
403,,,,19.52455,22.968746220666667,30.20765727
404,,,,19.74088,22.585621686000003,30.456752729999998
405,,,,18.266666666666666,22.096140133333332,30.62614
406,,,,17.243333333333336,21.43058272466667,30.67318909
407,,,,17.5358331,21.220217286666667,30.653429999999997
408,,,,17.3445552,21.281212252666663,30.566842729999998
409,,,,18.3014531,21.671649407333334,30.585947270000002
410,,,,18.99992,22.150847534666664,30.69722364
411,,,,19.33983,22.763840217333332,30.861231819999997
412,,,,19.67975,23.323581510666664,31.130931819999997
413,,,,20.01966,23.592316708,31.524243639999998
414,,,,20.35958,23.578259611333333,31.95473909
